UI_20180327_000138	{@st59}關閉鑑定 UI{/}	{@st59}감정 UI를 닫습니다{/}				
UI_20180327_000139	{@st66}選擇全部	{@st66}전체 선택				
UI_20180327_000140	再點擊一次取消全選	한번 더 클릭시 전체 해제				
UI_20180327_000141	{@st66}需要鑑定道具目錄	{@st66}감정 필요 아이템 목록				
UI_20180327_000142	{@st41b}鑑定費用{/}	{@st41b}감정 비용{/}				
UI_20180327_000143	{@st41b}預計餘額{/}	{@st41b}예상 잔액{/}				
UI_20180327_000144	{@st41b}進行鑑定{/}	{@st41b}감정 하기{/}				
UI_20180327_000145	鑑定選擇的裝備。	선택한 장비를 감정합니다.				
UI_20180327_000146	{@st66b}鑑定{/}	{@st66b}감정{/}				
UI_20180327_000147	{@st66b}記錄{/}	{@st66b}기록{/}				
UI_20180327_000148	{@st66b}消費材料{/}	{@st66b}소비재료{/}				
UI_20180327_000149	道具名稱	아이템 이름				
UI_20180327_000150	剩餘數量	남은 개수				
UI_20180327_000151	{@st42}關店	{@st42}폐점				
UI_20180327_000152	{@st43}仿造品{/}	{@st43}모조품{/}				
UI_20180327_000153	{@st41b}變更	{@st41b}변경하기				
UI_20180327_000154	{@st41b}取消	{@st41b}취소				
UI_20180327_000155	{@st41}您要製作什麼種類的箭矢？{/}	{@st41}어떤 종류의 화살을 제작하겠습니까?{/}				
UI_20180327_000156	{@st41b}僅一次{/}	{@st41b}한번만{/}				
UI_20180327_000157	{@st41b}全部{/}	{@st41b}모두{/}				
UI_20180327_000158	{@st41b}中斷{/}	{@st41b}중단{/}				
UI_20180327_000159	關閉簽到UI。	출석 UI를 닫습니다.				
UI_20180327_000160	簽到期間	출석 체크 기간				
UI_20180327_000161	* 簽到獎勵1天提供1次，將自動送至當天首次連線的角色背包。{nl}* 請留意部份道具有限制不能移至隊伍倉庫與交易。{nl}* 只有在簽到期間內才能獲得簽到獎勵, 期間過後則不再發送。	* 출석 보상은 1일 1회, 당일 첫 접속한 캐릭터 인벤토리로 자동 지급됩니다.{nl}* 마법 부여 스크롤(14일)을 제외한 모든 아이템은 팀 창고로 이동할 수 있습니다.{nl}* 출석 체크 기간 동안에만 출석 보상을 받을 수 있으며, 기간 경과 시 더 이상 지급되지 않습니다.{nl}				
UI_20180327_000162	{@st43}冒險日誌{/}	{@st43}모험일지{/}				
UI_20180327_000163	{@st43}拍賣場{/}	{@st43}경매장{/}				
UI_20180327_000164	{@st59}關閉拍賣場。{/}	{@st59}경매장을 닫습니다{/}				
UI_20180327_000165	得標物品保管箱	낙찰물품 보관함				
UI_20180327_000166	{@st66b}得標物品：%s個 / 流標物品：%s個{/}	{@st66b}낙찰물품 : %s개 / 유찰물품 : %s개{/}				
UI_20180327_000167	{@st43}{s22}拍賣道具{/}	{@st43}{s22}아이템 경매{/}				
UI_20180327_000168	{@st41b}剩餘時間	{@st41b}남은 시간				
UI_20180327_000169	3小時 16分	3시간 16분				
UI_20180327_000170	{@st41b}起標價格	{@st41b}시작가				
UI_20180327_000171	{@st41b}投標數量	{@st41b}입찰수				
UI_20180327_000172	{@st41b}目前價格	{@st41b}현재가				
UI_20180327_000173	{@st41b}投標金額	{@st41b}입찰금				
UI_20180327_000174	{@st41b}最低可投標金額為{@st57}%s {@st41b}銀幣{/}	{@st41b}최소 {@st57}%s {@st41b}실버부터 입찰가능{/}				
UI_20180327_000175	{@st41b}投標{/}	{@st41b}입찰{/}				
UI_20180327_000176	{@st43b}立即購買！{nl}{img icon_item_silver 20 20}{@st57}%s{/}	{@st43b}바로 구매!{nl}{img icon_item_silver 20 20}{@st57}%s{/}				
UI_20180327_000177	{@st44}設定權限{/}	{@st44}권한설정{/}				
UI_20180327_000178	{@st45}名稱：%s{/}	{@st45}이름:%s{/}				
UI_20180327_000179	{@st45}組隊倉庫{/}	{@st45}파티 창고{/}				
UI_20180327_000180	{@st49}無	{@st49}없음				
UI_20180327_000181	{@st49}放入	{@st49}넣기				
UI_20180327_000182	{@st49}取出	{@st49}가져오기				
UI_20180327_000183	{@st45}問卷{/}	{@st45}설문{/}				
UI_20180327_000184	{@st49}撰寫	{@st49}작성				
UI_20180327_000185	{@st49}刪除	{@st49}삭제				
UI_20180327_000186	{@st44}儲存{/}	{@st44}저장{/}				
UI_20180327_000187	{@st44}取消{/}	{@st44}취소{/}				
UI_20180327_000188	{@st43}{s22}造型屋{/}	{@st43}{s22}미용실{/}				
UI_20180327_000189	{@st59}上一個髮型{/}	{@st59}이전 머리{/}				
UI_20180327_000190	{@st59}下一個髮型{/}	{@st59}다음 머리{/}				
UI_20180327_000191	{@st41b}變更{s18}(需要TP 100){/}	{@st41b}변경{s18}(TP 100 필요){/}				
UI_20180327_000192	{@st59}變更為您選擇的髮型。{/}	{@st59}선택한 헤어로 변경합니다.{/}				
UI_20180327_000193	{@st41}解約	{@st41}해약				
UI_20180327_000194	{@st43}黑市{/}	{@st43}블랙 마켓{/}				
UI_20180327_000195	書名	책이름				
UI_20180327_000196	{@st59}停止閱讀。{/}	{@st59}독서를 그만둡니다{/}				
UI_20180327_000197	{@st59}上一頁{/}	{@st59}이전 페이지{/}				
UI_20180327_000198	{@st59}下一頁{/}	{@st59}다음페이지{/}				
UI_20180327_000199	{@st47}%s 登場！！	{@st47}%s 등장!!				
UI_20180327_000200	{@st42}經過時間	{@st42}경과 시간				
UI_20180327_000201	10分	10분				
UI_20180327_000202	分	분				
UI_20180327_000203	10秒	10초				
UI_20180327_000204	秒	초				
UI_20180327_000205	{@st59}請放上道具{/}	{@st59}아이템을 올려주세요{/}				
UI_20180327_000206	{@st59}關閉壓塊視窗。{/}	{@st59}브리케팅을 닫습니다{/}				
UI_20180327_000207	{@st42}取消	{@st42}취 소				
UI_20180327_000208	{@st42}確認	{@st42}확 인				
UI_20180327_000209	{@st43}壓塊{/}	{@st43}브리케팅{/}				
UI_20180327_000210	目前潛力	현재 포텐셜				
UI_20180327_000211	消耗材料	소비 재료				
UI_20180327_000212	消耗 數量	소비 개수				
UI_20180327_000213	持有 數量	보유 개수				
UI_20180327_000214	變更外型	외형 변경				
UI_20180327_000215	{@st45tw2}材料 武器{/}	{@st45tw2}재료 무기{/}				
UI_20180327_000216	情報	정보				
UI_20180327_000217	{@st43}卷軸販賣商店{/}	{@st43}주문 판매상점{/}				
UI_20180327_000218	{@st59}關閉卷軸販賣商店{/}	{@st59}주문 판매상점을 닫습니다{/}				
UI_20180327_000219	{@st41b}截止	{@st41b}마감하기				
UI_20180327_000220	{@st41b}交易記錄	{@st41b}거래 기록				
UI_20180327_000221	{@st43}卷軸販賣商店	{@st43}주문 판매상점				
UI_20180327_000222	商店名稱	상점 이름				
UI_20180327_000223	{@st41}登錄	{@st41}등록				
UI_20180327_000224	{@st41}取消	{@st41}취소				
UI_20180327_000225	{@st59}關閉自動販賣機。{/}	{@st59}자판기를 닫습니다{/}				
UI_20180327_000226	卷軸販賣商店	주문 판매상점				
UI_20180327_000227	{@st59}關閉卷軸販賣商店。	{@st59}주문 판매상점을 닫습니다.				
UI_20180327_000228	{@st59}卷軸販賣商店{nl} - 對於對方玩家支付遊戲幣才能獲得BUFF技能。	{@st59}주문 판매상점{nl} - 실버를 지불해 해당 플레이어에게 버프 스킬을 받을 수 있습니다.				
UI_20180327_000229	如果提報Bug，那麼您從一開始到現在的遊戲畫面會傳送至伺服器。傳送的Replay檔案對於修正Bug會有很大的幫助，您要傳送檔案嗎？	버그를 제보하시면 현재까지 게임플레이 화면이 서버로 전송됩니다. 전송된 리플레이 파일은 버그 수정에 큰 도움이 됩니다. 전송하시겠습니까?				
UI_20180327_000230	{@st41b}Bug內容：{/}	{@st41b}버그 내용 :{/}				
UI_20180327_000231	{@st41b}Bug內容雖然不是非必要輸入事項，但是輸入內容對於分析問題會有幫助。	{@st41b}버그 내용은 필수 입력 사항이 아니지만 분석에 도움이 됩니다.				
UI_20180327_000232	{@st41b}傳送	{@st41b}전송				
UI_20180327_000233	{@st43}基地營地	{@st43}베이스 캠프				
UI_20180327_000234	{@st41b}建設	{@st41b}건설				
UI_20180327_000235	營地維持時間	캠프 유지 시간				
UI_20180327_000236	{@st41b}效果	{@st41b}효과				
UI_20180327_000237	{@st41b}消耗材料及費用	{@st41b}소비재료 및 비용				
UI_20180327_000238	{@st66b}基地營地	{@st66b}베이스캠프				
UI_20180327_000239	{@st66b}記錄	{@st66b}기록				
UI_20180327_000240	{@st41b}時間更新	{@st41b}시간 갱신				
UI_20180327_000241	{@st59}更新維持時間{/}	{@st59}유지 시간을 갱신합니다{/}				
UI_20180327_000242	效果	효과				
UI_20180327_000243	更新時營地維持時間會增加{nl}並消耗 %s銀幣。	갱신시 캠프 유지시간이 증가되며{nl} %s실버가 소모됩니다.				
UI_20180327_000244	個人倉庫	개인 창고				
UI_20180327_000245	{@st41b}解除跳躍	{@st41b}캠프 해체				
UI_20180327_000246	卡片大戰	카드대전				
UI_20180327_000247	{@st64}%s勝{/}	{@st64}%s승{/}				
UI_20180327_000248	名字	이름				
UI_20180327_000249	屬性	속성				
UI_20180327_000250	腳數量	다리개수				
UI_20180327_000251	身高	키				
UI_20180327_000252	體重	몸무게				
UI_20180327_000253	卡片決定	카드 결정				
UI_20180327_000254	馬車選單	마차메뉴				
UI_20180327_000255	{ol}{s22}下來{/}	{ol}{s22}내리기{/}				
UI_20180327_000256	挑選	캐스팅				
UI_20180327_000257	{@st43}遊戲設定{/}	{@st43}게임설정{/}				
UI_20180327_000258	{@st64}請輸入方向鍵並選擇儲存格！	{@st64}방향키를 입력해 셀을 선택하세요!				
UI_20180327_000259	{@st59}關閉轉職情報視窗{/}	{@st59}전직 정보 창을 닫습니다{/}				
UI_20180327_000260	{@st43}轉職情報{/}	{@st43}전직 정보{/}				
UI_20180327_000261	{@st43}選擇職業	{@st43}클래스 선택				
UI_20180327_000262	{@st43}[%s 階]{/}	{@st43}[%s서클]{/}				
UI_20180327_000263	此處會顯示職業簡單的說明。	클래스에 대한 간단한 설명을 이곳에 표시합니다.				
UI_20180327_000264	{@st41b}類型 : {@sti7}%s{/}	{@st41b}타입 : {@sti7}%s{/}				
UI_20180327_000265	{@st41b}操作難度 : {@sti7}%s{/}	{@st41b}조작난이도 : {@sti7}%s{/}				
UI_20180327_000266	{@st43}技能{/}	{@st43}스킬{/}				
UI_20180327_000267	{@st43}職業Tip{/}	{@st43}클래스Tip{/}				
UI_20180327_000268	職業Tip	클래스Tip				
UI_20180327_000269	可轉職通知	전직 가능 알람				
UI_20180327_000270	{@st43}轉職	{@st43}클래스 전직				
UI_20180327_000271	{@st41}確認	{@st41}확인				
UI_20180327_000272	{@st42}使用{/}	{@st42}사용{/}				
UI_20180327_000273	{@st66b18}※用來變更名稱的TP無法退款。{/}	{@st66b18}※이름 변경에 사용된 TP는 환불되지 않습니다.{/}				
UI_20180327_000274	{@st66b18}※變更名稱將消耗道具。{/}	{@st66b18}※이름을 변경하면 아이템이 소모됩니다.{/}				
UI_20180327_000275	{@sti7}{s14}角色{/}	{@sti7}{s14}캐릭터{/}				
UI_20180327_000276	{@sti8}{s14}職業{/}	{@sti8}{s14}클래스{/}				
UI_20180327_000277	{@st44}聊天{/}	{@st44}채팅{/}				
UI_20180327_000278	To. WWWWWWWW 之外 1	To. WWWWWWWW 외 1				
UI_20180327_000279	{@st59}以Shift + Tab轉換{/}	{@st59}Shift + Tab 으로 전환{/}				
UI_20180327_000280	{@st59}一般  (/s 內容){/}	{@st59}일반  (/s 할말){/}				
UI_20180327_000281	{@st59}大喊  (/y 內容){/}	{@st59}외침  (/y 할말){/}				
UI_20180327_000282	{@st59}組隊  (/p 內容){/}	{@st59}파티  (/p 할말){/}				
UI_20180327_000283	{@st59}公會  (/g 對話內容){/}	{@st59}길드  (/g 할말){/}				
UI_20180327_000284	{@st59}密語   (/w 隊伍名稱 內容){/}	{@st59}귓속말   (/w 팀이름 할말){/}				
UI_20180327_000285	{@st59}群組聊天{/}	{@st59}그룹 채팅{/}				
UI_20180327_000286	{@st59}群組聊天清單{/}	{@st59}그룹 채팅 리스트{/}				
UI_20180327_000287	{@st59}聊天設定{/}	{@st59}채팅 설정{/}				
UI_20180327_000288	{@st59}新增基本聊天視窗{/}	{@st59}기본 채팅 창 추가{/}				
UI_20180327_000289	{@st59}調節聊天視窗尺寸{/}	{@st59}채팅창 크기 조절{/}				
UI_20180327_000290	{@st43}{s22}聊天指令{/}	{@st43}{s22}채팅 매크로{/}				
UI_20180327_000291	{@st43}指令{/}	{@st43}매크로{/}				
UI_20180327_000292	{@st59b}指令{nl}{@st59s} - 使用方法：{nl} 1. 將上方的動作圖示登錄在下方的動作欄位上。{nl} 2. 輸入句子後儲存。{nl} 3. 使用該快捷鍵，對話和動作同時出現。{/}	{@st59b}매크로{nl}{@st59s} - 사용 방법 : {nl} 1. 상단의 제스쳐 아이콘을 하단의 제스쳐 슬롯에 등록{nl} 2. 대화문구 작성 후 저장{nl} 3. 해당 단축키를 사용해서 대사와 동시에 제스쳐 동작{/}				
UI_20180327_000293	{@st59}關閉指令。{/}	{@st59}매크로를 닫습니다{/}				
UI_20180327_000294	{@st59}儲存登錄的內容。{/}	{@st59}등록한 내용을 저장합니다{/}				
UI_20180327_000295	{@st59}取消登錄的內容。{/}	{@st59}등록한 내용을 취소합니다{/}				
UI_20180327_000296	{@st41}一般對話{/}	{@st41}일반 대화{/}				
UI_20180327_000297	{@st59}以滑鼠雙擊來折疊/展開{/}	{@st59}더블클릭으로 접기/펴기{/}				
UI_20180327_000298	整體	전체				
UI_20180327_000299	{@59}關閉{/}	{@59}닫기{/}				
UI_20180327_000300	{@59}邀請{/}	{@59}초대{/}				
UI_20180327_000301	{@59}設定{/}	{@59}설정{/}				
UI_20180327_000302	{@59}參加者目錄{/}	{@59}참여자 목록{/}				
UI_20180327_000303	{@st59}公會   (/g 對話內容){/}	{@st59}길드   (/g 할말){/}				
UI_20180327_000304	{@st66d}聊天目錄	{@st66d}채팅 목록				
UI_20180327_000305	{@st66b}好友	{@st66b}친구				
UI_20180327_000306	{@st66b}群組	{@st66b}그룹				
UI_20180327_000307	{@st66e}創建新群組聊天室	{@st66e}새 그룹채팅방 생성				
UI_20180327_000308	{@st59}關閉聊天目錄{/}	{@st59}채팅 목록을 닫습니다{/}				
UI_20180327_000309	{@st66b}群組設定	{@st66b}그룹 설정				
UI_20180327_000310	{@st66b}顏色設定	{@st66b}색 설정				
UI_20180327_000311	{@st66}確認	{@st66}확인				
UI_20180327_000312	{@st66}離開聊天室	{@st66}방 나가기				
UI_20180327_000313	{@st42}聊天設定	{@st42}채팅 설정				
UI_20180327_000314	{@st66b}分頁	{@st66b}탭				
UI_20180327_000315	{@st66b}畫面	{@st66b}화면				
UI_20180327_000316	{@st66}透明度	{@st66}투명도				
UI_20180327_000317	{@st66}顯示對話框	{@st66}말풍선 표시				
UI_20180327_000318	{@st66}於畫面上方顯示大喊內容	{@st66}화면 상단에 외치기 내용 표시				
UI_20180327_000319	{@st66}字體大小	{@st66}글자 크기				
UI_20180327_000320	{@st66b}顯示連線通知	{@st66b}접속 알림 표시				
UI_20180327_000321	{@st66}公會成員{/}	{@st66}길드원{/}				
UI_20180327_000322	{@st66}好友{/}	{@st66}친구{/}				
UI_20180327_000323	{@st43}指令清單{/}	{@st43}치트리스트{/}				
UI_20180327_000324	{@st59b}  道具  {/}	{@st59b}  아이템  {/}				
UI_20180327_000325	{@st59b}  怪物  {/}	{@st59b}  몬스터  {/}				
UI_20180327_000326	{@st59b}  地圖移動  {/}	{@st59b}  맵이동  {/}				
UI_20180327_000327	{@st59b}  戰鬥命令  {/}	{@st59b}  전투명령  {/}				
UI_20180327_000328	{@st41b}創建{/}	{@st41b}생성{/}				
UI_20180327_000329	{@st41b}關閉{/}	{@st41b}닫기{/}				
UI_20180327_000330	{s16}{b}透過雙點擊或是生成按鍵，可以生出道具。	{s16}{b}더블클릭 또는 생성 버튼으로 아이템을 생성할 수 있습니다.				
UI_20180327_000331	{s26}{b}個	{s26}{b}개				
UI_20180327_000332	{s26}{b}等級	{s26}{b}레벨				
UI_20180327_000333	{@st41b}檢索{/}	{@st41b}검색{/}				
UI_20180327_000334	{s16}{b}透過雙點擊或是生成按鍵，可以召喚怪物。	{s16}{b}더블클릭 또는 생성버튼으로 몬스터를 소환할 수 있습니다.				
UI_20180327_000335	{@st44}{s26}等級	{@st44}{s26}레벨				
UI_20180327_000336	{@st59b}{s26}隻	{@st59b}{s26}마리				
UI_20180327_000337	{s16}{b}請選擇想要的地區。	{s16}{b}원하는 지역을 선택하세요				
UI_20180327_000338	{s18}{b}查看迷你地圖{/}	{s18}{b}미니맵 보기{/}				
UI_20180327_000339	{@st41b}工具清單{/}	{@st41b}툴 리스트{/}				
UI_20180327_000340	{@st59b}圖鑑{nl}{@st59s} - 取得遊戲內的圖鑑卡片組就可以收集該道具。{nl} - 使用圖鑑卡片組道具時，圖鑑快捷鍵會活性化。{nl}{/}	{@st59b}콜렉션{nl}{@st59s} - 게임내 콜렉션 덱을 구해 아이템을 수집하면 해당 아이템 수집 가능{nl} - 콜렉션 덱 아이템 사용했을 경우 콜렉션 단축키가 활성화{nl}{/}				
UI_20180327_000341	{@st59}關閉圖鑑情報。{/}	{@st59}콜렉션 정보를 닫습니다{/}				
UI_20180327_000342	{@st43}圖鑑{/}	{@st43}콜렉션{/}				
UI_20180327_000343	{@st68b}{s18}圖鑑狀態{/}	{@st68b}{s18}콜렉션 상태{/}				
UI_20180327_000344	{@st68b}完成(%s){/}	{@st68b}완성(%s){/}				
UI_20180327_000345	{@st68b}未確認(%s){/}	{@st68b}미확인(%s){/}				
UI_20180327_000346	{@st68b}未完成(%s){/}	{@st68b}미완성(%s){/}				
UI_20180327_000347	{@st66b}查看總效果{/}	{@st66b}총 효과보기{/}				
UI_20180327_000348	{@st59}顯示總效果。{/}	{@st59}총 효과를 출력 합니다.{/}				
UI_20180327_000349	{@st59}檢索輸入的名稱。{/}	{@st59}입력한 이름으로 검색합니다{/}				
UI_20180327_000350	{@st59}以圖鑑名稱或是效果檢索。{/}	{@st59}콜렉션 이름 또는 효과로 검색 합니다.{/}				
UI_20180327_000351	{@st68b}{s18}完成(%s){/}	{@st68b}{s18}완성(%s){/}				
UI_20180327_000352	領地戰提醒訊息	콜로니전 알람 메세지				
UI_20180327_000353	剩餘時間	남은 시간				
UI_20180327_000354	目前佔領中的公會	현재 점령 중인 길드				
UI_20180327_000355	佔領點數現況	점령 포인트 현황				
UI_20180327_000356	公會名稱	길드 이름				
UI_20180327_000357	我的公會	내 길드				
