ETC_20180327_000033	邪惡亡靈	사악한 망령				
ETC_20180327_000034	現在因為各種理由踏入魔界的人們，他們的靈魂變成惡靈出現在世上。	여러 이유로 마계에 발들 디딘 사람들의 영혼이 이제 악령이 되어 세상에 나타났습니다.				
ETC_20180327_000035	巨大報喪女妖	대형 밴시				
ETC_20180327_000036	和魔界接觸的靈魂變成惡靈的形態，特別的部份在於不是人類的靈魂變得邪惡，而是和魔族的靈魂混合後墮落，有這種差異性。	마계와 접촉한 영혼이 악령으로 변한 형태입니다. 특기할 사항은 인간의 영혼이 사악하게 된 것이 아니라 마족의 영혼과 섞여 타락했다는 차이가 있습니다.				
ETC_20180327_000037	蜂箱	벌통				
ETC_20180327_000038	怪物	몬스터				
ETC_20180327_000039	藍色蜂箱	푸른 벌통				
ETC_20180327_000040	灰色蜂箱	회색 벌통				
ETC_20180327_000041	赤紅蜂箱	붉은 벌통				
ETC_20180327_000042	野蜘蛛	크루마보				
ETC_20180327_000043	總是棲息在陰暗森林裡的害蟲，是體積很大的怪物。	그늘진 숲에서 주로 서식하던 해충이 크기가 커진 몬스터입니다.				
ETC_20180327_000044	暗黑野蜘蛛	검은 크루마보				
ETC_20180327_000045	赤紅野蜘蛛	붉은 크루마보				
ETC_20180327_000046	總是棲息在陰暗森林裡的害蟲，是體積很大的怪物。帶有這種顏色的原因和蝦類被煮熟變色的原理類似。當然，牠現在還是活跳跳的。	그늘진 숲에서 주로 서식하던 해충이 크기가 커진 몬스터입니다. 새우 따위가 요리될 때 빨갛게 변하는 것과 비슷한 이유로 이런 빛깔이 됩니다. 물론 살아있는 상태이지만 말입니다.				
ETC_20180327_000047	雪白野蜘蛛	하얀 크루마보				
ETC_20180327_000048	總是棲息在陰暗森林裡的害蟲，是體積很大的怪物。有推測指出，牠在變型前會先進入瀕死狀態，死後復生時才會變成這種顏色。	그늘진 숲에서 주로 서식하던 해충이 크기가 커진 몬스터입니다. 변형되기 전에 빈사 상태에 있다가 죽다 살아난 경우 이런 색상이 된다는 추측이 있습니다.				
ETC_20180327_000049	黃色野蜘蛛	노란 크루마보				
ETC_20180327_000050	總是棲息在陰暗森林裡的害蟲，是體積很大的怪物。參與傳授花粉的野蜘蛛經常帶有這種顏色。	그늘진 숲에서 주로 서식하던 해충이 크기가 커진 몬스터입니다. 꽃의 수분에 관여하는 크루마보는 이런 빛깔을 띠는 경우가 많습니다.				
ETC_20180327_000051	噁心的迪歐尼亞	구역질나는 디오니아				
ETC_20180327_000052	迪歐尼亞透過魔君主獲得了強大的魔力，因此雖然他本來是植物變形的怪物，但是也可以看作是隸屬於魔族的怪物。	디오니아는 마군주 브람블에 의해 강한 마력을 얻었습니다. 따라서 본래 식물이 변형된 몬스터이지만, 마족에 속한다고도 볼 수 있습니다.				
ETC_20180327_000053	迪歐尼亞孢子	디오니아 포자				
ETC_20180327_000054	雖然流傳說迪歐尼亞的智力或是自我意識很弱，但奇怪的是可以看見他對自身孢子的關愛之情，把他當作植物型怪物來看是一件很奇怪的事。	디오니아는 지능이나 자의식이 약하다고 알려졌지만, 이상하게 자신의 포자에 대해서는 애정을 보인다고 합니다. 식물형치고는 꽤 괴상한 일입니다.				
ETC_20180327_000055	藍色普拉卡大食花	푸른 프라가라스				
ETC_20180327_000056	和變形前相比，體積是變大了，但是變化並不大。再說一次牠以前就是個危險的植物。據說此色的個體能活好幾年，並且散發著魔力。	변형 전에 비해 크기는 더 커졌지만 변화는 많지 않습니다. 다시 말해 그 전부터 위험한 식물이었습니다. 이런 색의 개체는 여러 해를 살면서 마력을 발산한다고 합니다.				
ETC_20180327_000057	暗黑普拉卡大食花	검은 프라가라스				
ETC_20180327_000058	和變形前相比，體積是變大了，但是變化並不大。再說一次牠以前就是個危險的植物。寄生蟲或霉菌中毒的個體就會帶有這種顏色。	변형 전에 비해 크기는 더 커졌지만 변화는 많지 않습니다. 다시 말해 그 전부터 위험한 식물이었습니다. 기생충이나 곰팡이에 중독된 개체는 이런 색을 띱니다.				
ETC_20180327_000059	赤紅普拉卡大食花	붉은 프라가라스				
ETC_20180327_000060	和變形前相比，體積是變大了，但是變化並不大。再說一次牠以前就是個危險的植物。這種顏色的個體通常年紀都很大。	변형 전에 비해 크기는 더 커졌지만 변화는 많지 않습니다. 다시 말해 그 전부터 위험한 식물이었습니다. 이런 색의 개체는 보통 나이가 많은 개체입니다.				
ETC_20180327_000061	布貝鬥士	부베 투사				
ETC_20180327_000062	布貝鬥士天生就這樣還是透過後天成長的，目前還沒有被揭開。	부베 투사가 성장하는 것인지 선천적으로 태어나는지 아직 밝혀지지 않았습니다.				
ETC_20180327_000063	藍色布貝鬥士	푸른 부베 투사				
ETC_20180327_000064	赤紅布貝鬥士	붉은 부베 투사				
ETC_20180327_000065	青苔泥人	골렘				
ETC_20180327_000066	世上存在的青苔泥人大部份都是在好的意圖之下製作的，而現在受到邪惡氣息的影響，他們變得會動了。	세계에 존재하는 대부분의 골렘은 본래는 좋은 의도로 만들어졌으나 지금은 악한 기운에 영향을 받아 움직이게 되었습니다.				
ETC_20180327_000067	灰色青苔泥人	회색 골렘				
ETC_20180327_000068	世上存在的青苔泥人大部份都是在好的意圖之下製作的，而現在受到邪惡氣息的影響，他們變得會動了。據說灰色泥人喜歡悶熱或潮溼的環境。	세계에 존재하는 대부분의 골렘은 본래는 좋은 의도로 만들어졌으나 지금은 악한 기운에 영향을 받아 움직이게 되었습니다. 회섹 골렘은 덥거나 습한 환경을 좋아한다고 합니다.				
ETC_20180327_000069	水母怪	미듀쟈				
ETC_20180327_000070	聽說某些人透過水母怪和亡靈接觸。	어떤 사람들은 미듀자를 통해 죽은 영혼과 접촉할 수 있다고 합니다.				
ETC_20180327_000071	藍色水母怪	푸른 미듀쟈				
ETC_20180327_000072	聽說某些人透過水母怪和亡靈接觸。人們認為帶有這種顏色的個體是因為受到魔法的作用。	어떤 사람들은 미듀자를 통해 죽은 영혼과 접촉할 수 있다고 합니다. 마법이 작용하는 개체는 이런 색을 띤다고 생각됩니다.				
ETC_20180327_000073	綠色水母怪	초록 미듀쟈				
ETC_20180327_000074	聽說某些人透過水母怪和亡靈接觸。帶有這種顏色的個體，若一段期間沒和靈魂接觸就會死亡。	어떤 사람들은 미듀자를 통해 죽은 영혼과 접촉할 수 있다고 합니다. 일정 기간안에 영혼과 접촉이 없으면 이런 색상의 개체는 곧 죽습니다.				
ETC_20180327_000075	赤紅水母怪	붉은 미듀쟈				
ETC_20180327_000076	聽說某些人透過水母怪和亡靈接觸。這種顏色的個體有許多和靈魂接觸的經驗。	어떤 사람들은 미듀자를 통해 죽은 영혼과 접촉할 수 있다고 합니다. 이런 색상은 많은 영혼과 접촉한 경험이 있는 개체입니다.				
ETC_20180327_000077	水母怪幼蟲	미듀쟈 유충				
ETC_20180327_000078	機角卡洛斯	엘라가노스				
ETC_20180327_000079	機角卡洛斯是墳墓用石材和死人結合之後的特別形態的不死怪，經過長久的歲月，變成擁有更強大力量和形態的怪物。	엘라가노스는 무덤에 쓰인 석재와 죽은 자가 결합한 특이한 형태의 언데드가 오랜 세월을 지낸 후에 더 강력한 힘과 형태를 갖추어 생깁니다.				
ETC_20180327_000080	大黃蜂	바이트				
ETC_20180327_000081	某些人去攻擊他們，還不如被中箭還比較好呢！	어떤 사람들은 이들에게 물리느니 화살에 맞는 것이 낫다고 합니다.				
ETC_20180327_000082	普朗基	푸라기				
ETC_20180327_000083	戴著稻草面具的臉，沒有人見面他面具下真正的臉。	얼굴에 뒤집어쓴 지푸라기가면 속은 아무도 본적이 없습니다				
ETC_20180327_000084	藍色普朗基	푸른 푸라기				
ETC_20180327_000085	綠色普朗基	초록 푸라기				
ETC_20180327_000086	戴著稻草面具的臉，沒有人見過他面具下真正的臉。這種顏色的普朗基似乎帶著一種保護色。	얼굴에 뒤집어쓴 지푸라기가면 속은 아무도 본적이 없습니다. 이런 색의 푸라기는 일종의 보호색을 하고 있는 것입니다.				
ETC_20180327_000087	赤紅普朗基	붉은 푸라기				
ETC_20180327_000088	戴著稻草面具的臉，沒有人見過他面具下真正的臉。此個體喜歡這種顏色。	얼굴에 뒤집어쓴 지푸라기가면 속은 아무도 본적이 없습니다. 색상은 개체의 취향입니다.				
ETC_20180327_000089	巨大普朗基	대형 푸라기				
ETC_20180327_000090	吉嘎利	지그리				
ETC_20180327_000091	這些魔族的走卒出現在世界各地，非常活躍。	이 마족 졸개들은 온 세상 곳곳에 출현하여 활개치고 있습니다. 				
ETC_20180327_000092	棕色吉嘎利	갈색 지그리				
ETC_20180327_000093	這些魔族的走卒出現在世界各地，非常活躍。這說這種顏色的吉嘎利是因應魔界太陽的需要而出現的個體。	이 마족 졸개들은 온 세상 곳곳에 출현하여 활개치고 있습니다. 이런 색상의 지그리는 마계의 태양에 필요 이상 노출된 개체라고 합니다.				
ETC_20180327_000094	暗黑吉嘎利	검은 지그리				
ETC_20180327_000095	這些魔族的走卒出現在世界各地，非常活躍。據說這種顏色的吉嘎利在魔界是有功的個體。	이 마족 졸개들은 온 세상 곳곳에 출현하여 활개치고 있습니다. 이런 색상의 지그리는 마계에서 공훈이 있는 개체라고 합니다.				
ETC_20180327_000096	赤紅吉嘎利	붉은 지그리				
ETC_20180327_000097	這些魔族的走卒出現在世界各地，非常活躍。據說這種顏色的吉嘎利具有很強的炫耀自我的性格。	이 마족 졸개들은 온 세상 곳곳에 출현하여 활개치고 있습니다. 이런 색상의 지그리는 자기 과시욕이 강한 성격이라고 합니다.				
ETC_20180327_000098	漁人怪	피셔맨				
ETC_20180327_000099	漁人怪歸納在變異形怪物裡是因為魚竿給生命體影響的關係。	피셔맨이 변이형 몬스터에 속하는 이유는 사물인 낚싯대가 생명체에 영향을 주고 있기 때문입니다.				
ETC_20180327_000100	藍色漁人怪	푸른 피셔맨				
ETC_20180327_000101	漁人怪歸納在變異形怪物裡是因為魚竿給生命體影響的關係。藍色漁人怪身上帶有魔力，當魔力耗盡就會死亡。	피셔맨이 변이형 몬스터에 속하는 이유는 사물인 낚싯대가 생명체에 영향을 주고 있기 때문입니다. 푸른 피셔맨은 마력을 몸에 품고 있으며 이것이 다 소진되면 죽습니다.				
ETC_20180327_000102	綠色漁人怪	초록 피셔맨				
ETC_20180327_000103	漁人怪歸納在變異形怪物裡是因為魚竿給生命體影響的關係。當體內帶有大量砒霜就會變成這種顏色。	피셔맨이 변이형 몬스터에 속하는 이유는 사물인 낚싯대가 생명체에 영향을 주고 있기 때문입니다. 체내에 비소를 많이 보유하고 있으면 이런 색상이 됩니다.				
ETC_20180327_000104	赤紅漁人怪	붉은 피셔맨				
ETC_20180327_000105	漁人怪歸納在變異形怪物裡是因為魚竿給生命體影響的關係。當鐵份含量高的無生物變異時，就會帶有這種顏色。	피셔맨이 변이형 몬스터에 속하는 이유는 사물인 낚싯대가 생명체에 영향을 주고 있기 때문입니다. 변이시 철분 함량이 높은 무생물이 변이된 경우 이런 색을 띱니다.				
ETC_20180327_000106	燈籠蘑菇精	그리바루				
ETC_20180327_000107	有人鑒定此種怪物時說的名言，這是很難阻擋也很難吃下肚的怪物。	누군가 이 종에 속하는 몬스터를 품평한 말이 유명합니다, 막기도 먹기도 어려운 몬스터.				
ETC_20180327_000108	大燈籠蘑菇精	빅그리바루				
ETC_20180327_000109	荊棘林蘑菇精	가시숲 그리바				
ETC_20180327_000110	梅修花怪	메슘				
ETC_20180327_000111	梅修花怪的起源是動植物還是礦物這並不重要，比要重要的是要知道他的危險性。	메슘이 동식물 혹은 어떤 광물에서 기원한 몬스터인지는 중요하지 않습니다. 알아야 할 것은 그 위험성입니다.				
ETC_20180327_000112	大梅修花怪	메슘마				
ETC_20180327_000113	米爾堤斯在魔君主當中屬於地位低的，好幾次搞砸了吉特涅交代的任務，結果最後的任務失敗，反而被人類封印了。多虧了碰到神樹之日，重新找回自由正在為挽回失敗的任務而努力。	미르티스는 마군주 가운데 지위가 낮은 편에 속하고, 여러 번 길티네가 맡긴 임무를 그르쳤으며, 결국에는 마지막 임무에 실패하여 인간에게 역으로 봉인까지 당했습니다. 신수의 날이 닥친 덕분에 자유를 찾자 실패한 임무를 만회하려 노력하고 있습니다.				
ETC_20180327_000114	分身米爾堤斯	분신 미르티스				
ETC_20180327_000115	魔君主的一部份做成自身的分身體或是當分享權能的傳令，有這樣的事，而這個情況也是一樣，補充說明的話，巫師可以看成是透過使用這種魔族特性的魔法來獲得利益的。  	마군주의 일부는 자신의 분신체를 만들거나 권능을 나누어 다른 사역을 하도록 하는 일이 있습니다. 이 경우도 그런 사례입니다. 부언하자면 소서러는 이런 마족의 특성을 이용하는 마법을 통해 이득을 보기도 합니다.				
ETC_20180327_000116	莫雷克	몰렉				
ETC_20180327_000117	莫雷克在數百年間侍奉了好幾個魔君主並立下了許多功績，未來非常有可能會升遷。揭發魔族歷史的學者們猜測如果發生這種事，也許會超越像是佛蘭普或是米爾堤斯這種低地位的魔君主也說不定。	몰렉은 수백년간 여러 마군주를 섬기며 많은 공적을 세웠으며, 장차 더 높은 지위에 오를 가능성이 높습니다. 마족의 역사에 밝은 학자들은 만약 그런 일이 생긴다면 브람블이나 미르티스 같은  낮은 지위의 마군주를 넘어서지도 모른다고 예상하고 있습니다.				
ETC_20180327_000118	迷你蘑菇精	미니 그리바				
ETC_20180327_000119	某人說過這樣的話，他們是難以阻擋也難以吞食的怪物。	누군가 이 녀석을 품평한 말이 있습니다, 막기도 먹기도 어려운 몬스터.				
ETC_20180327_000120	綠色蘑菇精	초록 그리바				
ETC_20180327_000121	這種顏色的蘑菇精具有一年生植物的特性。	이런 빛깔의 그리바는 한해살이 식물의 특성을 지닙니다.				
ETC_20180327_000122	赤紅蘑菇精	붉은 그리바				
ETC_20180327_000123	某人說過這樣的話，他們是難以阻擋也難以吞食的怪物。而且若帶有這種顏色，大概都是年長的個體。	누군가 이 녀석을 품평한 말이 있습니다, 막기도 먹기도 어려운 몬스터. 또한 이런 색상이라면 대개는 나이가 많은 개체입니다.				
ETC_20180327_000124	黃色蘑菇精	노란 그리바				
ETC_20180327_000125	這種顏色的個體就像動物般會冬眠，並在過冬後的隔年開始活動。	이런 색상의 개체는 마치 동물처럼 동면하여 겨울을 나고 다음 해에도 활동을 합니다.				
ETC_20180327_000126	巨大赤紅蘑菇精	대형 붉은 그리바				
ETC_20180327_000127	大蘑菇精	빅 그리바				
ETC_20180327_000128	藍色大蘑菇精	푸른 빅 그리바				
ETC_20180327_000129	據說之所以帶有這種顏色，不是因為一般魔法，而是受魔界咒術的影響。	일반적인 마법이 아닌 마계의 주술에 영향을 받을 경우 이런 빛깔을 띤다고 합니다.				
ETC_20180327_000130	綠色大蘑菇精	초록 빅 그리바				
ETC_20180327_000131	赤紅大蘑菇精	붉은 빅 그리바				
ETC_20180327_000132	凱帕長老	늙은케파				
ETC_20180327_000133	凱帕開花之後會突然變老，要特別注意辛辣味會變得更重。	케파가 꽃을 피우느라 폭삭 늙어버렸습니다. 매운 향이 한층 더 강해졌으니 주의.				
ETC_20180327_000134	黃色凱帕長老	노란 늙은케파				
ETC_20180327_000135	暗黑凱帕長老	검은 늙은케파				
ETC_20180327_000136	赤紅凱帕長老	붉은 늙은케파				
ETC_20180327_000137	凱帕開花之後會突然變老。只看顏色就知道凱帕變老了。要特別注意辛辣味會變得更重。	케파가 꽃을 피우느라 폭삭 늙어버렸습니다. 색상만 봐도 늙었다는 사실을 알 수 있습니다. 매운 향이 한층 더 강해졌으니 주의. 				
ETC_20180327_000138	巨大凱帕長老	대형 늙은케파				
ETC_20180327_000139	大花草	라플레시아				
ETC_20180327_000140	聽說這植物的葉子比皮革還要硬。	이 식물의 잎은 가죽보다 강하다고 합니다. 				
ETC_20180327_000141	綠色大花草	초록 라플레시아				
ETC_20180327_000142	這植物的葉子比皮革還有韌性。但這種顏色的種類活不過一年，隔年就會死亡。	이 식물의 잎은 가죽보다 강합니다. 하지만 이 색상의 종류는 한 해를 넘기지 못하고 다음 해에는 죽습니다.				
ETC_20180327_000143	暗黑大花草	검은 라플레시아				
ETC_20180327_000144	聽說這植物的葉子比皮革還要硬。不過霉菌還是可以棲息在葉子上，若感染期太長就會變黑。	이 식물의 잎은 가죽보다 강하다고 합니다. 그래도 곰팡이는 서식할 수 있고, 감염기간이 오래 되면 까맣게 변해갑니다.				
ETC_20180327_000145	赤紅大花草	붉은 라플레시아				
ETC_20180327_000146	這植物的葉子比皮革還有韌性，而特別的是葉子愈老愈堅韌。	이 식물의 잎은 가죽보다 강합니다. 특히 이렇게 오래 묵은 것이면 더합니다.				
ETC_20180327_000147	拉普利	라플리				
ETC_20180327_000148	拉普利從魔界進入後便遭遇不幸的變化，變異後也會獵捕小昆蟲。魔族或魔獸型態會被看不起。	마계에서 넘어오면서 불운한 변화를 겪은 라플리는 변이된 후에도 작은 곤충을 사냥합니다. 마족이나 마수로서는 경멸을 살 행태입니다.				
ETC_20180327_000149	藍色拉普利	푸른 라플리				
ETC_20180327_000150	灰色拉普利	회색 라플리				
ETC_20180327_000151	拉普利變異後也會獵捕小昆蟲。有一種說法指出，反而這種顏色才是拉普利原本的顏色。	라플리는 변이된 후에도 작은 곤충을 사냥합니다. 일설에는 오히려 이 색상이 원래 라플리 색상이라고 합니다.				
ETC_20180327_000152	暗黑拉普利	검은 라플리				
ETC_20180327_000153	拉普利變異後也會獵捕小昆蟲。而且這種顏色的拉普利在魔界立下許多功勞，或者擅長狩獵。從魔族的立場來看這兩件事，會被視為強大的個體在做蠢事。	라플리는 변이된 후에도 작은 곤충을 사냥합니다. 그리고 이런 색의 라플리는 마계에서 많은 공을 세우거나 사냥에 능숙한 개체입니다. 이 두 가지 사실은 마족의 입장에서 보자면 강력한 개체가 어리석은 일을 하고 있는 상태로 간주됩니다.				
ETC_20180327_000154	利迪梅得	리디메드				
ETC_20180327_000155	雖然是從草變形而成的，但是現在的模樣完全是堅硬的木材。	풀에서 변형되었지만 지금은 몸전체가 단단한 목질입니다.				
ETC_20180327_000156	藍色利迪梅得	푸른 리디메드				
ETC_20180327_000157	雖然是從草變形而成的，但是現在的模樣完全是堅硬的木材。受魔族咒術影響的個體會變成這種顏色。	풀에서 변형되었지만 지금은 몸전체가 단단한 목질입니다. 마족의 주술에 영향을 받은 개체가 이런 색이 됩니다.				
ETC_20180327_000158	暗黑利迪梅得	검은 리디메드				
ETC_20180327_000159	雖然是從草變形而成的，但是現在的模樣完全是堅硬的木材。此個體之所以帶有這種顏色，是因為表面上有細微霉菌。	풀에서 변형되었지만 지금은 몸전체가 단단한 목질입니다. 이 개체는 표면에 미세한 곰팡이가 이런 색을 나타나도록 합니다.				
ETC_20180327_000160	赤紅利迪梅得	붉은 리디메드				
ETC_20180327_000161	雖然是從草變形而成的，但是現在的模樣完全是堅硬的木材。存活很久的個體會帶有這種顏色。	풀에서 변형되었지만 지금은 몸전체가 단단한 목질입니다. 오래 생존한 개체는 이런 색상입니다.				
ETC_20180327_000162	南瓜精	사크몰리				
ETC_20180327_000163	就算攻擊他的下肢他也不會倒下，即使如此也沒有什麼特別建議使用的擊退法。	다리를 공격한다고 쓰러지지 않습니다. 그렇다고 특별히 권장되는 퇴치법은 없습니다.				
ETC_20180327_000164	綠色南瓜精	초록 사크몰리				
ETC_20180327_000165	就算攻擊他的下肢他也不會倒下。即使如此也沒有什麼特別建議使用的擊退法。幸好這種顏色的南瓜精屬於一年生的草。	다리를 공격한다고 쓰러지지 않습니다. 그렇다고 특별히 권장되는 퇴치법은 없습니다. 다만 다행히도 이 색상의 샤크몰리는 한해살이 풀입니다.				
ETC_20180327_000166	橘色南瓜精	주홍 사크몰리				
ETC_20180327_000167	就算攻擊他的下肢他也不會倒下。即使如此也沒有什麼特別建議使用的擊退法。特別的是，他會脫皮並且存活數年。	다리를 공격한다고 쓰러지지 않습니다. 그렇다고 특별히 권장되는 퇴치법은 없습니다. 특이하게도 탈피를 하여 여러 해를 삽니다.				
ETC_20180327_000168	藍色南瓜精	푸른 사크몰리				
ETC_20180327_000169	就算攻擊他的下肢他也不會倒下。即使如此也沒有什麼特別建議使用的擊退法。在壽命方面，已經超越南瓜精原本的壽命。	다리를 공격한다고 쓰러지지 않습니다. 그렇다고 특별히 권장되는 퇴치법은 없습니다. 수명에 있어서는 본래 샤크몰리의 수명 정도를 지닙니다.				
ETC_20180327_000170	利卡烏斯	리카우스				
ETC_20180327_000171	受到魔族影響的亡靈，如果經過百年以上的歲月考驗，會賦予獲得更強大的力量，而且地位也會跟著上升。但在這種情況下，外表可能還是和一般的利卡烏斯相同。	마족의 영향을 받은 망령이 백 년 이상의 세월을 견뎌내면 더 큰 힘을 부여받고 지위가 상승되기도 합니다. 다만 이 경우에도 일반 리카우스와 겉으로는 동일할 수도 있습니다.				
ETC_20180327_000172	綠色幻影亡靈	초록 어패리션				
ETC_20180327_000173	很多時候受到魔族影響的幽靈長相會變得不同。據說這種顏色的亡靈生前帶有很重的自卑感。	마족의 영향을 받은 유령은 이처럼 생김새가 달리지는 일이 많습니다. 이런 색의 망령은 생전의 열등감을 많이 지니고 있다고 합니다.				
ETC_20180327_000174	暗黑幻影亡靈	검은 어패리션				
ETC_20180327_000175	很多時候受到魔族影響的幽靈長相會變得不同。尤其是大量殺生或立下許多功勞時，就會變成這種顏色。	마족의 영향을 받은 유령은 이처럼 생김새가 달리지는 일이 많습니다. 특히 많은 살생을 하거나 공이 많은 경우 이런 색상이 됩니다.				
ETC_20180327_000176	斯佩特拉	스펙트라				
ETC_20180327_000177	很多時候受到魔族影響的幽靈長相會變得不同。	마족의 영향을 받은 유령은 이처럼 생김새가 달리지는 일이 많습니다.				
ETC_20180327_000178	暗黑斯佩特拉	검은 스펙트라				
ETC_20180327_000179	和其它亡靈類怪物不同的是，他們大部份就算活著也是具有邪惡靈魂的人。	다른 먕령류의 몬스터와 달리 이들은 살았을 적에도 사악한 영혼인 경우가 많습니다.				
ETC_20180327_000180	巨大惡靈	대형 스펙터				
ETC_20180327_000181	受到魔族影響的亡靈，如果經過百年以上的歲月考驗，會賦予獲得更強大的力量，而且地位也會跟著上升。	마족의 영향을 받은 망령이 백 년 이상의 세월을 견뎌내면 더 큰 힘을 부여받고 지위가 상승되기도 합니다.				
ETC_20180327_000182	蠱惑惡靈	현혹의 스펙터				
ETC_20180327_000183	綠色利卡烏斯	초록 리카우스				
ETC_20180327_000184	受魔族影響的幽靈會帶著各種型態的外貌和顏色出沒。這種顏色代表其屬於某高階魔族勢力。	마족의 영향을 받은 유령은 다양한 형태의 외모와 색상을 지니고 나타납니다. 이런 색상은 어떤 상급 마족의 세력에 속해 있다는 뜻입니다.				
ETC_20180327_000185	斯佩特隆	스펙트론				
ETC_20180327_000186	受到魔族影響的幽靈以各種形態的外貌和顏色出現。 	마족의 영향을 받은 유령은 다양한 형태의 외모와 색상을 지니고 나타납니다.				
ETC_20180327_000187	惡靈君主	스펙터 군주				
ETC_20180327_000188	刺球怪	던볼				
ETC_20180327_000189	此怪物從浮遊型種子變異後，還保存著浮遊能力，而棉絮則變異成為尖刺和堅硬的外皮。	부유형 씨앗이 변이되면서 부유능력은 잃지 않고 솜털은 가시와 단단한 외피로 변형된 몬스터입니다.				
ETC_20180327_000190	大刺球怪	빅던볼				
ETC_20180327_000191	樹精	우드스피릿				
