SKILL_20180327_000039	{#993399}{ol}[魔法]{/}{/}{nl}用魔法子彈連續攻擊敵人。配合被催眠的敵人，產生新子彈飛去。	{#993399}{ol}[마법]{/}{/}{nl}마법의 탄환으로 적을 연속 공격합니다. 슬리프에 걸린 적을 맞추면 새로운 탄환이 생성되어 날아갑니다.			
SKILL_20180327_000040	攻擊力#{SkillAtkAdd}#{nl}魔法飛彈3個	공격력 #{SkillAtkAdd}#{nl}매직 미사일 3개			
SKILL_20180327_000041	聯合懲罰	조인트 페널티			
SKILL_20180327_000042	將敵人互相連結，讓敵人能夠同時受到攻擊。	적들을 서로 연결해 동시에 공격당하도록 합니다.			
SKILL_20180327_000043	最大鏈結數 #{SkillFactor}#個{nl}持續時間 #{CaptionTime}#秒	최대 링크 수 #{SkillFactor}#개{nl}지속시간 #{CaptionTime}#초			
SKILL_20180327_000044	破壞盔甲	아머 브레이크			
SKILL_20180327_000045	消除對象的防具效力。	대상의 방어구의 효력을 없앱니다.			
SKILL_20180327_000046	防禦力弱化	방어력 약화			
SKILL_20180327_000047	降低對象的防禦率。	대상의 방어력을 낮춥니다.			
SKILL_20180327_000048	死亡宣告	죽음의 선고			
SKILL_20180327_000049	對敵人宣告死亡。受到死亡宣告的對象經過預定時間後就會死亡。	적에게 죽음을 선고합니다. 죽음을 선고받은 대상은 예정 시간이 지나면 반드시 죽습니다.			
SKILL_20180327_000050	宣告持續時間 #{CaptionRatio}#秒	선고 지속시간 #{CaptionRatio}#초			
SKILL_20180327_000051	錐箭	보드킨 포인트			
SKILL_20180327_000052	{#DD5500}{ol}[飛彈]{/}{/}{nl}發射貫穿力強大的錐箭。被箭命中的敵人防禦力會暫時減少，並將保護敵人的魔法無效化。	{#DD5500}{ol}[미사일]{/}{/}{nl}관통력이 강한 보드킨 화살을 발사합니다. 이 화살에 맞은 적은 일시적으로 방어력이 감소되며, 적을 보호하던 마법을 무효화합니다.			
SKILL_20180327_000053	攻擊力 #{SkillAtkAdd}#{nl}特性攻擊力 #{CaptionRatio2}#%{nl}物理防禦力減少 #{CaptionRatio}#% {nl}清除反射盾{nl}消耗錐箭1個	공격력 #{SkillAtkAdd}#{nl}특성 공격력 #{CaptionRatio2}#%{nl}물리 방어력 #{CaptionRatio}#% 감소{nl}리플렉트 실드 제거{nl}보드킨포인트 애로우 1개 소비			
SKILL_20180327_000054	障壁	배리어			
SKILL_20180327_000055	建立將周圍的敵人們推到外面，讓其暫時無法進來的保護壁。在壁牆內的我軍，魔法防禦力會提升。	주변의 적들을 바깥으로 밀어내고 한동안 들어올 수 없게 하는 방호의 벽을 세웁니다. 벽 안쪽 아군의 마법 방어력을 향상시킵니다.			
SKILL_20180327_000056	魔法防禦力增加#{CaptionRatio}# {nl}持續時間#{CaptionTime}#秒	마법 방어력 #{CaptionRatio}# 증가{nl}지속시간 #{CaptionTime}#초			
SKILL_20180327_000057	金鐘罩	금종조			
SKILL_20180327_000058	暫時成為無敵的狀態，無視所有攻擊。	일시적으로 모든 공격으로부터 무적 상태가 됩니다. 			
SKILL_20180327_000059	最大持續時間 #{CaptionTime}#秒{nl}遠距離發射體，可以魔法防禦	최대 지속시간 #{CaptionTime}#초{nl}원거리 발사체, 마법 방어 가능			
SKILL_20180327_000060	狂風	거스트			
SKILL_20180327_000061	引起強風推動敵人們。對結冰的敵人使用後，會給予傷害，並使結冰解除。	강풍을 일으켜 적들을 밀쳐냅니다. 결빙된 적에게 사용하면 피해를 주면서, 결빙을 해제시킵니다.			
SKILL_20180327_000062	{#339999}{ol}[結冰]{/}{/} 對目前造成攻擊力 #{SkillAtkAdd}#	{#339999}{ol}[결빙]{/}{/} 대상에게 공격력 #{SkillAtkAdd}#			
SKILL_20180327_000063	奮起	겅호			
SKILL_20180327_000064	增強決心暫時增加自身的攻擊力，但會讓防禦力減少。	각오를 다져 일시적으로 자신의 공격력을 증가시키는 대신 방어력을 감소시킵니다.			
SKILL_20180327_000065	物理攻擊力#{CaptionRatio}# 增加{nl}物理防禦力 #{CaptionRatio2}# 減少{nl}持續時間 #{CaptionTime}#秒	물리 공격력 #{CaptionRatio}# 증가{nl}물리 방어력 #{CaptionRatio2}# 감소{nl}지속시간 #{CaptionTime}#초			
SKILL_20180327_000066	三連發	트리플 애로우			
SKILL_20180327_000067	{#DD5500}{ol}[飛彈]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}攻擊速度]{/}{/}{nl}向前方射出爆炸的三隻箭，被射中的敵人位置會爆炸並對周圍的敵人施加傷害。	{#DD5500}{ol}[미사일]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}공격속도]{/}{/}{nl}전방에 폭발하는 화살 세개를 동시에 발사합니다. 화살은 맞은 적 위치에서 폭발하여 주변 적에게도 피해를 줍니다.			
SKILL_20180327_000068	攻擊力 #{SkillFactor}#% x 3次	공격력 #{SkillFactor}#% x 3회			
SKILL_20180327_000069	爪擊	할퀴기			
SKILL_20180327_000070	劈砍	가르기			
SKILL_20180327_000071	狂野氣息	와일드 브레스			
SKILL_20180327_000072	咆哮	포효			
SKILL_20180327_000073	[聖殿十字軍大師] 一般攻擊	[팔라딘 마스터] 일반 공격			
SKILL_20180327_000074	[聖水祭司大師] 一般攻擊	[프리스트 마스터] 일반 공격			
SKILL_20180327_000075	[獵人大師] 一般攻擊	[헌터 마스터] 일반 공격			
SKILL_20180327_000076	[聖火祭司大師] 一般攻擊	[크리비 마스터] 일반 공격			
SKILL_20180327_000077	[野蠻人大師] 一般攻擊	[바바리안 마스터] 일반 공격			
SKILL_20180327_000078	[鎖鏈法師大師] 一般攻擊	[링커 마스터] 일반 공격			
SKILL_20180327_000079	[巫蠱師大師] 一般攻擊	[무고사 마스터] 일반 공격			
SKILL_20180327_000080	[聖者大師] 一般攻擊	[사두 마스터] 일반 공격			
SKILL_20180327_000081	[圓盾劍士大師] 一般攻擊	[로델레로 마스터] 일반 공격			
SKILL_20180327_000082	[斥候大師] 一般攻擊	[스카우트 마스터] 일반 공격			
SKILL_20180327_000083	[流氓大師] 一般攻擊	[로그 마스터] 일반 공격			
SKILL_20180327_000084	[武僧大師] 一般攻擊	[몽크 마스터] 일반 공격			
SKILL_20180327_000085	[神諭師大師] 一般攻擊	[오라클 마스터] 일반 공격			
SKILL_20180327_000086	[德魯伊大師] 一般攻擊	[드루이드 마스터] 일반 공격			
SKILL_20180327_000087	[菁英洋蔥怪]1次、物理、毒屬性、打擊	[엘리트케파] 1회, 물리, 독속성, 떄리기			
SKILL_20180327_000088	碎擊大地	장판깨트리기			
SKILL_20180327_000089	碎擊大地	장판 깨트리기			
SKILL_20180327_000090	基本攻擊	기본 공격			
SKILL_20180327_000091	對近距離的敵人攻擊。	근거리의 적에게 공격을 합니다.			
SKILL_20180327_000092	弓箭右手(雙手弓專用)	보우 오른손(투핸드보우 전용)			
SKILL_20180327_000093	揮動武器，對近距離的敵人造成傷害。	무기를 휘둘러서 근거리의 적에게 피해를 입힙니다.			
SKILL_20180327_000094	對遠距離的敵人施展魔法攻擊。	원거리의 적에게 마법 공격을 합니다.			
SKILL_20180327_000095	對近距離的敵人攻擊(戰士雙手劍專用)	근거리의 적에게 공격을 합니다(전사 양손검 전용)			
SKILL_20180327_000096	對遠距離的敵人施展魔法攻擊。(兩手權杖)	원거리의 적에게 마법 공격을 합니다.(양손스태프)			
SKILL_20180327_000097	短劍刺擊	단검 찌르기			
SKILL_20180327_000098	攻擊近距離的敵人。特定打擊次數以上會對敵人造成傷害，並擊退對象。	근거리의 적에게 공격을 합니다. 특정 타격 횟수 이상 적에게 입히게 되면 대상을 밀어냅니다.			
SKILL_20180327_000099	夢想家	몽왕가			
SKILL_20180327_000100	黑影雨傘	섀도엄브렐러 			
SKILL_20180327_000101	開發中	개발중			
SKILL_20180327_000102	道具技能	아이템 스킬			
SKILL_20180327_000103	再次攻擊	대시 공격			
SKILL_20180327_000104	基本攻擊的突擊版本	기본공격의 대시버전입니다			
SKILL_20180327_000105	落雷	자이바스			
SKILL_20180327_000106	Lv.1 攻擊比率 #{SkillFactor}#、範圍攻擊比率 #{SkillSR}#	Lv.1 공격 비율 #{SkillFactor}#, 광역 공격 비율 #{SkillSR}#			
SKILL_20180327_000107	基本攻擊2	기본 공격2			
SKILL_20180327_000108	弓箭左手	보우 왼손			
SKILL_20180327_000109	弓箭右手(十字弓專用)	보우 오른손(크로스보우 전용)			
SKILL_20180327_000110	手槍右手(手槍專用)	권총 오른손(권총 전용)			
SKILL_20180327_000111	權杖攻擊	스태프 공격			
SKILL_20180327_000112	對近距離的敵人進行攻擊	근거리의 적에게 공격을 합니다			
SKILL_20180327_000113	攻擊遠距離的敵人	원거리의 적을 공격 합니다			
SKILL_20180327_000114	砲擊攻擊	캐논 공격			
SKILL_20180327_000115	召喚獸強行攻擊	소환수 강제공격			
SKILL_20180327_000116	召喚獸強行攻擊目標對象。	타겟된 대상을 소환수가 강제공격 합니다.			
SKILL_20180327_000117	1等級掌握	1레벨 마스터			
SKILL_20180327_000118	取消召喚獸強行攻擊	소환수 강제공격 취소			
SKILL_20180327_000119	取消強行攻擊並隨機攻擊敵人。	강제공격을 취소하고 무작위 적을 공격 합니다.			
SKILL_20180327_000120	解除召喚	소환 해제			
SKILL_20180327_000121	清除已召喚的召喚獸。	소환된 소환수를 제거합니다.			
SKILL_20180327_000122	雙槍攻擊	쌍권총 공격			
SKILL_20180327_000123	紅絨布反擊	물레타 반격			
SKILL_20180327_000124	對近距離敵人進行反擊。	근거리의 적에게 반격 합니다.			
SKILL_20180327_000125	雷電之手基本攻擊	라이트닝 핸즈 기본 공격			
SKILL_20180327_000126	雷電之手	라이트닝 핸즈			
SKILL_20180327_000127	泰拳攻擊	낙무아이 공격			
SKILL_20180327_000128	火槍攻擊	머스킷 공격			
SKILL_20180327_000129	基本	기본			
SKILL_20180327_000130	鐵鏟開挖	삽질			
SKILL_20180327_000131	金屬探測	금속탐지			
SKILL_20180327_000132	啞鈴	덤벨			
SKILL_20180327_000133	噴水器	물뿌리개			
SKILL_20180327_000134	採礦	채광			
SKILL_20180327_000135	派對吹笛	풍선 피리			
SKILL_20180327_000136	放煙火	불꽃놀이			
SKILL_20180327_000137	暖暖包	핫 팩			
SKILL_20180327_000138	綠色煙火	불꽃놀이 녹색			
SKILL_20180327_000139	共用_測試1	공용_테스트1			
SKILL_20180327_000140	火熱1	화끈1			
SKILL_20180327_000141	共用_測試2	공용_테스트2			
SKILL_20180327_000142	火熱2	화끈2			
SKILL_20180327_000143	共用_測試3	공용_테스트3			
SKILL_20180327_000144	火熱3	화끈3			
SKILL_20180327_000145	共用_測試4	공용_테스트4			
SKILL_20180327_000146	火熱4	화끈4			
SKILL_20180327_000147	共用_測試5	공용_테스트5			
SKILL_20180327_000148	火熱5	화끈5			
SKILL_20180327_000149	重裝步兵	하플라이트			
SKILL_20180327_000150	開發進行中	개발 진행 중			
SKILL_20180327_000151	攻擊力 #{SkillFactor}# 增加、範圍攻擊比率 #{SkillSR}#{nl}消耗 SP #{SpendSP}#	공격력 #{SkillFactor}# 증가, 광역 공격 비율 #{SkillSR}#{nl}소비 SP #{SpendSP}#			
SKILL_20180327_000152	防守	가드			
SKILL_20180327_000153	以盾牌擋下敵人的攻擊。[防守點數150]	방패로 적의 공격을 막아냅니다. [가드포인트 150]			
SKILL_20180327_000154	物理攻擊比率 #{SkillFactor}#+#{SkillAtkAdd}# 增加	물리공격 비율 #{SkillFactor}#+#{SkillAtkAdd}# 증가			
SKILL_20180327_000155	[青苔泥人卡片] 物理無屬性打擊	[골렘 카드] 물리 무속성 타격			
SKILL_20180327_000156	[蘑菇卡利亞卡片] 物理毒屬性打擊	[머슈카리아 카드] 물리 독속성 타격			
SKILL_20180327_000157	[遠古石龜獸卡片] 物理無屬性打擊	[락토르투가 카드] 물리 무속성 타격			
SKILL_20180327_000158	[波亞塔卡片] 物理暗屬性魔法	[포아타 카드] 물리 암속성 마법			
SKILL_20180327_000159	[毒魔蛙圖圖卡片] 物理毒屬性斬擊	[투투 카드] 물리 독속성 베기			
SKILL_20180327_000160	[布貝鬥士卡片] 物理無屬性打擊	[부베 투사 카드] 물리 무속성 타격			
SKILL_20180327_000161	[赤紅布貝鬥士卡片] 物理無屬性刺擊	[붉은 부베 투사 카드] 물리 무속성 찌르기			
SKILL_20180327_000162	[查伊波卡片] 物理毒屬性魔法	[체이퍼 카드] 물리 독속성 마법			
SKILL_20180327_000163	[葛雷斯墨爾卡片] 物理無屬性刺擊	[글래스몰 카드] 물리 무속성 찌르기			
SKILL_20180327_000164	[樹精卡] 物理無屬性魔法	[우드스피릿 카드] 물리 무속성 마법			
SKILL_20180327_000165	[獨眼巨人卡片] 物理暗屬性打擊	[사이클롭스 카드] 물리 암속성 타격			
SKILL_20180327_000166	[火焰蜥蜴王卡片] 魔法火屬性魔法	[샐러맨더 카드] 매직 화속성 마법			
SKILL_20180327_000167	[貝亞卡拉斯卡片] 物理無屬性魔法	[베아카라스 카드] 물리 무속성 마법			
SKILL_20180327_000168	[蠱惑惡靈卡片] 魔法暗屬性打擊	[현혹의 스펙터 카드] 매직 암속성 타격			
SKILL_20180327_000169	[石鯨怪卡片] 魔法無屬性打擊	[석화고래 카드] 매직 무속성 타격			
SKILL_20180327_000170	[奇葛拉斯卡片] 物理火屬性打擊	[긴클라스 카드] 물리 화속성 타격			
SKILL_20180327_000171	[蓋洛貝斯寄居蟹卡片] 物理無屬性打擊	[캐러페이스 카드] 물리 무속성 타격			
SKILL_20180327_000172	[惡靈君主卡片] 魔法暗屬性魔法	[스펙터 군주 카드] 매직 암속성 마법			
SKILL_20180327_000173	[尼多普巴伊卡片] 物理暗屬性 刺擊	[네더보바인 카드] 물리 암속성 찌르기			
SKILL_20180327_000174	[米爾堤斯卡片] 魔法暗屬性 斬擊	[미르티스 카드] 매직 암속성 베기			
SKILL_20180327_000175	[賽夸伊亞卡片] 物理火屬性魔法	[세콰이아 카드] 물리 화속성 마법			
SKILL_20180327_000176	[利卡烏斯卡片] 物理暗屬性 斬擊	[리카우스 카드] 물리 암속성 베기			
SKILL_20180327_000177	[狼人卡片] 物理暗屬性魔法	[웨어울프 카드] 물리 암속성 마법			
SKILL_20180327_000178	[鬼影凱伊洛卡片] 魔法暗屬性 斬擊	[섀도게일러 카드] 매직 암속성 베기			
SKILL_20180327_000179	[魔花卡諾波卡片] 物理毒屬性魔法	[카너버 카드] 물리 독속성 마법			
SKILL_20180327_000180	[米諾牛頭怪卡片] 魔法火屬性魔法	[미노타우로스 카드] 매직 화속성 마법			
SKILL_20180327_000181	[王座大蜘蛛卡片] 魔法毒屬性打擊	[쓰론위버 카드] 매직 독속성 타격			
SKILL_20180327_000182	[比特雷巨蜂卡片] 物理無屬性 刺擊	[비테리지나 카드] 물리 무속성 찌르기			
SKILL_20180327_000183	[死靈查普利卡片] 魔法暗屬性魔法	[채퍼리션 카드] 매직 암속성 마법			
SKILL_20180327_000184	[木乃伊賈西特卡片] 物理暗屬性魔法	[머미가스트 카드] 물리 암속성 마법			
SKILL_20180327_000185	冰雪吐息	아이스브레스			
SKILL_20180327_000186	[鋼鐵巴溫卡片] 物理火屬性打擊	[아이언바움 카드] 물리 화속성 타격			
SKILL_20180327_000187	[庫勒坤魔牛卡片] 魔法暗屬性刺擊	[고르곤 카드] 매직 암속성 찌르기			
SKILL_20180327_000188	[德拉涪里溫卡片] 物理暗屬性刺擊	[드라페리운 카드] 물리 암속성 찌르기			
SKILL_20180327_000189	[獨角獸卡片] 魔法暗屬性斬擊	[유니콘 카드] 매직 암속성 베기			
SKILL_20180327_000190	[魔地獸卡片] 魔法毒屬性魔法	[몰디혼 카드] 매직 독속성 마법			
SKILL_20180327_000191	[霸王食人花卡片] 魔法毒屬性刺擊	[리타스워트 카드] 매직 독속성 찌르기			
SKILL_20180327_000192	[夏勒琵雅卡片] 物理電氣屬性斬擊	[하르피아 카드] 물리 전기속성 베기			
SKILL_20180327_000193	[魔斯怪怪卡] 物理電氣屬性刺擊	[모스템 카드] 물리 전기속성 찌르기			
SKILL_20180327_000194	[摩吉卡片] 物理無屬性斬擊	[머지 카드] 물리 무속성 베기			
SKILL_20180327_000195	[女妖克萊默卡片] 物理毒屬性打擊	[클라이멘 카드] 물리 독속성 타격			
SKILL_20180327_000196	[惡魔葛洛夫卡片] 魔法電氣屬性打擊	[데블글로브 카드] 매직 전기속성 타격			
SKILL_20180327_000197	[地獄亡靈卡片] 魔法暗屬性魔法	[네크로벤터 카드] 매직 암속성 마법			
SKILL_20180327_000198	[莫雷克卡片] 物理暗屬性打擊	[몰렉 카드] 물리 암속성 타격			
SKILL_20180327_000199	[約納喬雷卡片] 魔法無屬性打擊	[요나졸렘 카드] 매직 무속성 타격			
SKILL_20180327_000200	[鐵甲殘魔卡片] 物理暗屬性斬擊	[어보미네이션 카드] 물리 암속성 베기			
SKILL_20180327_000201	[機角卡洛斯卡片] 物理暗屬性刺擊	[엘라가노스 카드] 물리 암속성 찌르기			
SKILL_20180327_000202	[亞崑卡片] 物理火屬性打擊	[아콘 카드] 물리 화속성 타격			
SKILL_20180327_000203	[魔龍凱拉斯卡片] 物理火屬性魔法	[가이갈라스 카드] 물리 화속성 마법			
SKILL_20180327_000204	[佛朗布卡片] 魔法暗屬性打擊	[브람블 카드] 매직 암속성 타격			
SKILL_20180327_000205	[鬼眼蜘蛛卡片] 物理毒屬性打擊	[허니핀 카드] 물리 독속성 타격			
SKILL_20180327_000206	[火暴地鼠獸卡片] 物理電氣屬性打擊	[베브라스피온 카드] 물리 전기속성 타격			
SKILL_20180327_000207	[樹林巨獸] 魔法火屬性魔法	[자이언트 레드 우드 카드] 매직 화속성 마법			
SKILL_20180327_000208	[樹林巨獸卡片] 魔法無屬性魔法	[자이언트 우드 고블린 카드] 매직 무속성 마법			
SKILL_20180327_000209	[奇魯毛蟲獸卡片] 物理毒屬性刺擊	[키르멜리치 카드] 물리 독속성 찌르기			
SKILL_20180327_000210	[火山龜獸] 物理火屬性魔法	[매그버크] 물리 화속성 마법			
SKILL_20180327_000211	[克帕奇樹妖卡片] 物理毒屬性打擊	[케파치프틴 카드] 물리 독속성 타격			
SKILL_20180327_000212	[艾哈特卡片] 魔法無屬性魔法	[에하트 카드] 매직 무속성 마법			
SKILL_20180327_000213	[虛拿因卡片] 魔法電氣屬性魔法	[쉬나임 카드] 매직 전기속성 마법			
SKILL_20180327_000214	[鎖鏈羅德卡片] 魔法暗屬性魔法	[툼로드 카드] 매직 암속성 마법			
SKILL_20180327_000215	[巨眼丹提卡片] 魔法電氣屬性 斬擊	[덴옵틱 카드] 매직 전기속성 베기			
SKILL_20180327_000216	[伊提斯大嘴獸卡片] 物理毒屬性魔法	[일티스워트 카드] 물리 독속성 마법			
SKILL_20180327_000217	[巨魔蠍卡片] 物理毒屬性刺擊	[스콜피오 카드] 물리 독속성 찌르기			
SKILL_20180327_000218	[強化毒] 魔法毒屬性魔法	[인챈트포이즌] 매직 독속성 마법			
SKILL_20180327_000219	[尖角皮德蟲卡片] 物理毒屬性打擊	[라바인피드 카드] 물리 독속성 타격			
SKILL_20180327_000220	[拉查托特卡片] 物理水屬性魔法	[라자토드 카드] 물리 수속성 마법			
SKILL_20180327_000221	[邪惡寶箱怪卡片] 物理暗屬性打擊	[언낙커 카드] 물리 암속성 타격			
SKILL_20180327_000222	[薩爾提斯托卡片] 物理水屬性打擊	[살티스터 카드] 물리 수속성 타격			
SKILL_20180327_000223	[鐵甲殭屍卡片] 物理無屬性斬擊	[데드본 카드] 물리 무속성 베기			
SKILL_20180327_000224	[克洛提德卡片] 魔法神聖屬性魔法	[코럽티드 카드] 매직 신성속성 마법			
SKILL_20180327_000225	[瑪爾雷飛龍卡片] 魔法無屬性打擊	[말렛와이번 카드] 매직 무속성 타격			
SKILL_20180327_000226	[莫亞班羅喀卡片] 物理無屬性打擊	[모야브루카 카드] 물리 무속성 타격			
SKILL_20180327_000227	[柯里曼希亞卡片] 物理水屬性打擊	[콜리멘시아 카드] 물리 수속성 타격			
SKILL_20180327_000228	[魔鬼鰩卡片] 魔法水屬性打擊	[라자펄 카드] 매직 수속성 타격			
SKILL_20180327_000229	[蘑菇沃特卡片] 魔法毒屬性魔法	[머쉬워트 카드] 매직 독속성 마법			
SKILL_20180327_000230	[雷普斯卡片] 物理水屬性刺擊	[레푸스 카드] 물리 수속성 찌르기			
SKILL_20180327_000231	[斯帕勒那絲卡片] 物理電氣屬性魔法	[스파르나스 카드] 물리 전기속성 마법			
SKILL_20180327_000232	[仙人掌妖精卡片] 物理毒屬性魔法	[캑터스벨 카드] 물리 독속성 마법			
SKILL_20180327_000233	[丟擲] 物理無屬性打擊	[던지기] 물리 무속성 타격			
SKILL_20180327_000234	[貝洛查德卡片] 魔法毒屬性魔法	[벨로차드 카드] 매직 독속성 마법			
SKILL_20180327_000235	[魯托普士卡片] 物理無屬性刺擊	[루토푸스 카드] 물리 무속성 찌르기			
SKILL_20180327_000236	[迪歐尼亞卡片] 魔法無屬性魔法	[디오니아 카드] 마법 무속성 매직			
SKILL_20180327_000237	[凱吉青苔泥人卡片] 物理火屬性打擊	[게이징 골렘 카드] 물리 화속성 타격			
SKILL_20180327_000238	[樹葉召喚] 魔法無屬性魔法	[나뭇잎 소환] 매직 무속성 마법			
SKILL_20180327_000239	[希德拉卡片] 物理水屬性魔法	[히드라 카드] 물리 수속성 마법			
SKILL_20180327_000240	[莫厄卡片] 物理無屬性打擊	[모아 카드] 물리 무속성 타격			
SKILL_20180327_000241	[南瓜燈籠怪卡片] 魔法火屬性刺擊	[잭오랜턴 카드] 매직 화속성 찌르기			
SKILL_20180327_000242	[孟堤肯卡片] 物理無屬性魔法	[맨티켄 카드] 물리 무속성 마법			
SKILL_20180327_000243	[瑪因洛德卡片] 物理電氣屬性魔法	[마인로더 카드] 물리 전기속성 마법			
SKILL_20180327_000244	[克萊獰怪卡片] 魔法火屬性魔法	[그라이넨더 카드] 매직 화속성 마법			
SKILL_20180327_000245	[赫嘉塞露卡片] 物理暗屬性斬擊	[헬가세르클 카드] 물리 암속성 베기			
SKILL_20180327_000246	[耶庫卡片] 魔法暗屬性打擊	[예쿱 카드] 매직 암속성 타격			
SKILL_20180327_000247	[物理盾牌] 魔法無屬性魔法	[물리 실드] 매직 무속성 마법			
SKILL_20180327_000248	[史潘飛行獸人卡片] 物理無屬性魔法	[스파나스맨 카드] 물리 무속성 마법			
SKILL_20180327_000249	增加HP、SP恢復力	HP, SP 회복력 증가			
SKILL_20180327_000250	增加HP、SP 恢復能力。	HP, SP 회복능력이 증가합니다.			
SKILL_20180327_000251	HP恢復增加100{nl}SP恢復增加100{nl}冷卻時間減少5秒	HP회복 100증가{nl}SP회복 100증가{nl}재생시간 5초 감소			
SKILL_20180327_000252	屬性增加	스탯 증가			
SKILL_20180327_000253	增加所有屬性能力值。	모든 스탯 능력치가 증가합니다.			
SKILL_20180327_000254	所有屬性能力值增加10%	모든 스탯 능력치 10% 증가			
SKILL_20180327_000255	冷卻時間減少	재사용 대기시간 감소			
SKILL_20180327_000256	減少技能冷卻時間	스킬 재사용 대기시간이 감소합니다			
SKILL_20180327_000257	技能冷卻時間減少10%	스킬 재사용 대기시간 10%감소			
SKILL_20180327_000258	攻擊力增加	공격력 증가			
SKILL_20180327_000259	增加物理攻擊力、魔法攻擊力。	물리 공격력, 마법 공격력이 증가합니다.			
SKILL_20180327_000260	物理攻擊力增加10%{nl}魔法攻擊力增加10%	물리 공격력 10%증가{nl}마법 공격력 10%증가			
SKILL_20180327_000261	防禦力增加	방어력 증가			
SKILL_20180327_000262	增加物理防禦力、魔法防禦力。	물리 방어력, 마법 방어력이 증가합니다.			
SKILL_20180327_000263	物理防禦力增加10%{nl}魔法防禦力增加10%	물리 방어력 10%증가{nl}마법 방어력 10%증가			
SKILL_20180327_000264	增加經驗值獲得量	경험치 획득량 증가			
SKILL_20180327_000265	火柱	파이어 필라			
SKILL_20180327_000266	{#993399}{ol}[魔法] - [火]{/}{/}{nl}召喚火焰柱，給予敵人傷害。	{#993399}{ol}[마법] - [불]{/}{/}{nl}화염 기둥을 소환해 적에게 피해를 줍니다.			
