QUEST_UNUSED_20180327_000019	這森林的怪物之所以會急遽成長原來是布貝鬥士搞的鬼啊！{nl}去看看貝鬥士的數量到底有多少。{nl}	이 숲의 몬스터가 불어난 게 부베 투사의 짓이였군요.{nl}부베 투사가 얼마나 있는지 알아봐 주세요.{nl}				기사 아라스
QUEST_UNUSED_20180327_000020	從情況上看來是布貝鬥士在指揮怪物，{nl}但卻讓人不願意去相信。	정황상 부베 투사의 몬스터 지휘는 들어맞는 이야기입니다.{nl}하지만 내심 믿고 싶지 않은 거겠죠.				기사 아라스
QUEST_UNUSED_20180327_000021	根據你的報告，這座森林還沒有其他布貝鬥士。{nl}	당신의 보고대로라면, 이 숲에는 아직 다른 부베 투사는 없는 것 같군요.{nl}				기사 아라스
QUEST_UNUSED_20180327_000022	請去消滅布貝鬥士吧！{nl}我已經派遣搜查兵前往奴德奇伐木場待機了。	부베 투사를 제거하도록 하지요.{nl}누데기 벌목지에 수색병을 대기시켜 놓았습니다.				기사 아라스
QUEST_UNUSED_20180327_000023	就先去搜索布爾貝斯農場吧，{nl}千萬別追蹤或做出任何危險的行動。	불볘스 농장부터 수색하도록 하죠.{nl}뒤쫓거나 위험한 짓은 절대 하지 마시고요.				기사 아라스
QUEST_UNUSED_20180327_000024	你來找我是想跟我學更多的技能喔。{nl}既然如此，就去幫忙佩迪米安的圓盾劍士大師。我要藉此來評估你。	내 기술을 좀 더 배우고 싶어서 찾아왔구나.{nl}그렇다면 페디미안의 로델레로 마스터님을 도와드려. 그걸로 널 평가하겠어.				아처 마스터
QUEST_UNUSED_20180327_000025	圓盾劍士大師	로델레로 마스터				
QUEST_UNUSED_20180327_000026	你是弓箭手大師派來的嗎？{nl}柯拉佩達情況已漸趨穩定，但佩迪米安好像還很為危險。	아처 마스터가 보내서 왔나.{nl}클라페다는 점점 안정을 찾아가고 있지만 페디미안은 아직 이 모양이다.				로델레로 마스터
QUEST_UNUSED_20180327_000027	聽說佩迪米安除了神聖地區以外，大部分的地方都淪陷了所以急需幫助。	듣자 하니 페디미안은 신성지구를 뺀 대부분이 파묻혀 버려서 도움이 절실하다고 하더군.				아처 마스터
QUEST_UNUSED_20180327_000028	魔法師之塔中隊長等級的怪物就交給你了。{nl}重建佩迪米安的人力也不太足夠，魔法師之塔正湧出一堆怪物。	자네에겐 마법사의 탑에서 대장급 몬스터를 맡기지.{nl}페디미안을 재건하는 것도 일손이 부족한데 탑에서 몬스터까지 쏟아져 나오고 있거든.				로델레로 마스터
QUEST_UNUSED_20180327_000029	根據成功潛入的的偵查兵回報，魔法師之塔3樓的米諾牛頭怪。{nl}消滅該怪物的話，應該就能達到警告的功效了。	잠입에 성공한 정찰병의 보고로는 마법사의 탑 3층의 미노타우로스라고 했어.{nl}그 몬스터를 처치하면 충분한 경고가 되겠지.				로델레로 마스터
QUEST_UNUSED_20180327_000030	辛苦了。託您的福，怪物的氣勢收斂很多了啊！{nl}也請你代我向弓箭手大師說聲謝謝。	수고했어. 덕분에 몬스터의 기세가 좀 수그러들었다는군. {nl}아처 마스터에게도 고맙다고 전해 줘.				로델레로 마스터
QUEST_UNUSED_20180327_000031	辛苦了。{nl}那我就照約定把你鍛鍊得更強吧。	수고했어. {nl}약속대로 자네를 더욱 강하게 단련시켜 주지.				아처 마스터
QUEST_UNUSED_20180327_000032	如果你想使用更強的魔法，那你來對地方了。{nl}但若想接受我的指導，你那脆弱的決心是學不來的。	더 강한 마법을 구사하고 싶다면 잘 찾아왔어.{nl}하지만 내 가르침을 받으려면 그 나약한 마음가짐 가지곤 따라올 수 없어.				위저드 마스터
QUEST_UNUSED_20180327_000033	雖然了解你的熱情，但實力如何呢?{nl}從魔法師之塔帶回畢拉空的碎片和紅色礦石龜的外殼碎片吧。	열의는 알겠지만 실력은 어떨까?{nl}마법사의 탑에서 피라콘의 조각과 붉은 인프로 락터 껍질 조각을 가져오는 거야.				위저드 마스터
QUEST_UNUSED_20180327_000034	真有你的。但我有點挑剔。{nl}要看你能幫我多少而定。	훌륭하군. 하지만 난 좀 까다롭거든. {nl}내 일을 얼마나 잘 보조할 수 있는지에 따라 결정하겠어.				위저드 마스터
QUEST_UNUSED_20180327_000035	佩迪米安應該也能使用我以前研究的都市用防禦魔法。{nl}如此一來將會需要很多資料。{nl}	예전에 연구하던 도시용 방어마법을 페디미안에서도 적용해 볼 수 있을 것 같아.{nl}그러려면 상당히 많은 자료가 필요하거든. {nl}				위저드 마스터
QUEST_UNUSED_20180327_000036	你的工作就是在佩迪米安使用這個資料累積用卷軸，然後再回來找我。	네가 할 일은 이 자료 축적용 스크롤을 페디미안에서 사용하고 오는 거야.				위저드 마스터
QUEST_UNUSED_20180327_000037	我已經把該使用的地方標示在地圖上。{nl}必須一個不漏地小心使用。	사용해야 할 곳은 지도에 표시해 두었어.{nl}하나도 빼놓지 말고 꼼꼼히 사용해야 해.				위저드 마스터
QUEST_UNUSED_20180327_000038	辛苦了。你說過想要讓魔法達到更強的境界對吧？{nl}我很嚴格，所以希望你能自己好好跟上。	수고했어. 더 강력한 마법의 경지를 원한다고 했지?{nl}난 매우 엄격하니까 알아서 잘 따라줬으면 좋겠어.				위저드 마스터
QUEST_UNUSED_20180327_000039	治療肉體的傷口也是治癒靈魂的創傷。{nl}如果你想達到更高的的境界，就用治療來為周遭的人們奉獻吧。	육신의 상처를 치료하는 것은 영혼의 상처를 치유하는 것이기도 하지요.{nl}그대가 더 높은 경지를 이루고자 한다면 주변 분들에게 치료로 봉사하세요.				클레릭 마스터
QUEST_UNUSED_20180327_000040	還有許多人需要治療。{nl}請把溫暖傳給有需要的人。	아직 치료의 손길이 필요한 분들이 많습니다.{nl}좀 더 그분들께 온정을 베풀어 주세요.				클레릭 마스터
QUEST_UNUSED_20180327_000041	女神會幫助自助的人。{nl}雖然不多，但我希望能幫助你更上一層樓。	여신께선 돕는 자를 도우신답니다.{nl}비록 미흡하지만, 제가 그대의 경지를 이끌어 내는 데 힘이 되었으면 합니다.				클레릭 마스터
QUEST_UNUSED_20180327_000042	巫師大師	소서러 마스터				
QUEST_UNUSED_20180327_000043	如果你想跟我學習魔法，必須展示給我看你有多少能力。{nl}很簡單。跟我進行魔法對決並打贏我，規則就是這麼簡單。	내게 마법을 배우고 싶다면 네 능력이 어느 정도인지를 보여 줘야겠지.{nl}간단해. 나와 마법 대련을 해서 이기면 되는 아주 간단한 룰이야.				소서러 마스터
QUEST_UNUSED_20180327_000044	我會配合你的程度，別太害怕。{nl}我們在下面的廣場空地碰面吧。	딱 네 수준에 맞춰줄 테니까 너무 겁먹진 마.{nl}아래쪽 광장 공터에서 만나.				소서러 마스터
QUEST_UNUSED_20180327_000045	這種身手應該夠資格了。{nl}如果想學魔法隨時都能再來找我。	이 정도 능력이면 충분하겠어.{nl}마법을 배우고 싶다면 언제든지 다시 찾아와.				소서러 마스터
QUEST_UNUSED_20180327_000046	死靈法師大師	네크로맨서 마스터				
QUEST_UNUSED_20180327_000047	如果施術者的靈魂未經鍛鍊，會被死靈法師咒術的邪惡氣息侵蝕。{nl}跟我戰鬥，證明你的靈魂有多強。	네크로맨서의 주술은 술자의 영혼이 단련되지 않으면 사악한 기운에 잠식되어 버려.{nl}그대의 영혼이 얼마나 강한지 나와 싸워서 증명해 봐.				네크로맨서 마스터
QUEST_UNUSED_20180327_000048	到廣場空地等我。	광장 공터에 가서 기다리고 있어.				네크로맨서 마스터
QUEST_UNUSED_20180327_000049	好，有這等身手就能開始了。{nl}我馬上把死靈法師的咒術傳授給你。	그래 그 정도면 시작은 할 수 있겠어.{nl}이제 네크로맨서의 주술을 전수해 주지.				네크로맨서 마스터
QUEST_UNUSED_20180327_000050	我們劍士所揮舞的劍中絕對不能有半點猶豫。{nl}所謂的猶豫就是內心的破綻。敵人無時無刻都緊盯著那個破綻。{nl}	우리 소드맨이 휘두르는 검에는 절대 망설임이란 있을 수 없단다.{nl}망설임이란 마음의 틈. 적은 언제나 그 틈을 노려오고 있지.{nl}				소드맨 마스터
QUEST_UNUSED_20180327_000051	前往魔法師之塔3層就會看到米諾牛頭怪。{nl}和那個怪物交手並把猶豫拋開。{nl}	마법사의 탑 3층에 가면 미노타우로스가 있단다.{nl}그 몬스터를 상대하며 검의 망설임을 털어버리거라.{nl}				소드맨 마스터
QUEST_UNUSED_20180327_000052	猶豫是非常危險的破綻。{nl}希望你能領悟這一點。	망설임은 매우 위험한 틈이지.{nl}그걸 깨달을 수 있다면 좋겠구나.				소드맨 마스터
QUEST_UNUSED_20180327_000053	好.. 有這種程度的能耐應該有發展的可能。{nl}將來要更努力修練。	그래.. 그 정도 수준이면 좀 더 발전할 여지가 있겠어.{nl}앞으로도 더 열심히 수련에 정진하거라.				소드맨 마스터
QUEST_UNUSED_20180327_000054	百夫長大師	센츄리온 마스터				
QUEST_UNUSED_20180327_000055	百夫長啊，這條路並不好走。{nl}不過如果你能在對決中讓我肯定你的能力，那就不一樣了。怎麼樣？	센츄리온이라. 결코 쉽지 않은 길일세.{nl}하지만 나와의 대련에서 실력을 인정받는다면 이야기는 달라지겠지. 어떤가.				센츄리온 마스터
QUEST_UNUSED_20180327_000056	對決將在廣場空地進行，你先過去。	대련은 광장 공터에서 할 테니 먼저 가 있게.				센츄리온 마스터
QUEST_UNUSED_20180327_000057	這樣就夠了。{nl}我會負責教你。{nl}	그 정도면 충분하네.{nl}자네는 내가 책임지고 가르쳐 주도록 하지.{nl}				센츄리온 마스터
QUEST_UNUSED_20180327_000058	刀騎兵大師	하카펠 마스터				
QUEST_UNUSED_20180327_000059	想學我的戰鬥技能是好事，但在那之前我需要確認你的本領。{nl}我必須知道你缺少什麼才能教你，不是嗎？	내 전투기술을 배우고 싶은건 좋으나 그 전에 자네의 기량을 확인할 필요가 있겠어.{nl}뭐가 부족한지를 알아야 자네를 가르칠 것 아닌가?				하카펠 마스터
QUEST_UNUSED_20180327_000060	我們在下面的廣場空地見吧，{nl}你先過去。	아래쪽 광장 공터에서 보도록 하지.{nl}먼저 가 있게.				하카펠 마스터
QUEST_UNUSED_20180327_000061	有這種能耐應該夠了。{nl}嚴酷的訓練將從現在開始。	이만하면 충분한 것 같군.{nl}이제부터 혹독한 훈련이 시작될 거야.				하카펠 마스터
QUEST_UNUSED_20180327_000062	我最相信自己的判斷。{nl}我將透過對決親自確認你是否有資格成為侍從。	저는 그 누구보다도 자신의 판단을 신뢰합니다.{nl}당신이 스콰이어로서 함께 할 자격이 있는지 대련으로 직접 확인할 겁니다.				스콰이어 마스터
QUEST_UNUSED_20180327_000063	相信自己往前邁進時，劍會變得更加銳利。	자기 자신을 믿고 나아갈 때 검은 더욱 날카로워질 것입니다.				스콰이어 마스터
QUEST_UNUSED_20180327_000064	你的能耐我瞭解了。{nl}希望你在我的指導下將來能展現出卓越的一面。	당신의 실력은 잘 알겠습니다. {nl}제 가르침을 통해 앞으로도 훌륭한 모습을 보여주시길 바랍니다.				스콰이어 마스터
QUEST_UNUSED_20180327_000065	原來你想得到高地戰士的指導。{nl}很好。但是我有條件。	하이랜더의 가르침을 받고 싶은 게로군.{nl}좋다. 허나 조건이 있다.				하이랜더 마스터
QUEST_UNUSED_20180327_000066	是高地戰士大師派來的支援啊。{nl}事情很緊急，我只說重點。	하이랜더 마스터님의 지원이군요.{nl}사안이 급하니 요점만 말씀해 드리지요.				펠타스타 마스터
QUEST_UNUSED_20180327_000067	由於水晶礦山發生問題，騎士團長烏斯卡拜託我們幫忙。{nl}但是我們輕裝步兵目前的狀況實在是抽不出時間。{nl}	수정광산에서 문제가 발생하여 기사단장 우스카님께서 저희에게 요청을 부탁하셨습니다. {nl}허나 저희 펠타스타도 도저히 틈이 안 나는 상황입니다.{nl}				펠타스타 마스터
QUEST_UNUSED_20180327_000068	所以希望你能代替我們支援騎士團長烏斯卡。	그러니 저희 대신 그대가 기사단장 우스카님을 지원해 주셨으면 합니다.				펠타스타 마스터
QUEST_UNUSED_20180327_000069	盟約很重要。{nl}在這混亂的時代，不容許彼此間的信賴出現裂痕。	맹약은 중요하다.{nl}이 혼란스러운 시대에 서로 간의 신뢰에 금이 가는 일은 용납할 수 없다.				하이랜더 마스터
QUEST_UNUSED_20180327_000070	我拜託輕裝步兵大師時也擔心他會很為難。{nl}既然他派來的支援兵力是你，我們也就放心了。	펠타스타 마스터님께 부탁하면서도 무리가 아닌가 싶었습니다만.{nl}지원 병력이 당신이라니 저희도 든든합니다.				기사단장 우스카
QUEST_UNUSED_20180327_000071	這件事關係到高地戰士和輕裝步兵的名譽。{nl}請好好幫助烏斯卡。	하이랜더와 펠타스타의 명예가 걸린 일입니다.{nl}우스카님을 잘 도와주십시오.				펠타스타 마스터
QUEST_UNUSED_20180327_000072	有傳聞說水晶礦山2層有巨大的怪物在徘徊。{nl}但因為水晶礦山是柯拉佩達的主要產業，不能一直放任它停止運作。{nl}	수정광산 2층에 거대한 몬스터가 배회하고 있다는 소문이 돌고 있습니다.{nl}허나 수정광산이 클라페다의 주요 산업인 만큼 언제까지고 정지된 상태로 놔둘 수도 없는 일입니다.{nl}				기사단장 우스카
QUEST_UNUSED_20180327_000073	所以請你調查水晶礦山2層並消滅傳聞中的元兇。	그러니 수정광산 2층을 조사해 주시고 소문의 원흉을 없애 주십시오.				기사단장 우스카
QUEST_UNUSED_20180327_000074	這關係到村民的安全。{nl}拜託你確實調查。	마을 주민의 안전이 걸린 일입니다.{nl}확실한 조사를 부탁드리겠습니다.				기사단장 우스카
QUEST_UNUSED_20180327_000075	沒想到還有那種傢伙在作亂… 沒有人員傷亡真是太好了。{nl}在礦山安定下來之前，我得考慮派出精銳士兵。	아직도 그런 녀석이 날뛰고 있었다니.. 인명피해가 없어서 정말 다행입니다.{nl}광산이 안정될 때까지는 정예 병사들도 함께 파견하도록 고려해야겠군요.				기사단장 우스카
QUEST_UNUSED_20180327_000076	總之真是辛苦你了。請替我向高地戰士大師道謝。{nl}我很快就會去拜訪輕裝步兵大師，那時我會親自道謝。	어쨌든 정말 수고하셨습니다. 하이랜더 마스터께 감사하다고 전해 주십시오.{nl}펠타스타 마스터께는 곧 찾아뵐 일이 있으니 제가 직접 전하겠습니다.				기사단장 우스카
QUEST_UNUSED_20180327_000077	辛苦你了。這下子輕裝步兵欠我一個人情了。{nl}我會依照約定以高地戰士大師的身分指導你。	수고했다. 이로써 펠타스타에게 받아야 할 빚이 늘었군.{nl}약속대로 하이랜더 마스터로서 자네를 이끌어 주겠다.				하이랜더 마스터
QUEST_UNUSED_20180327_000078	我好像每次都得到你的幫助。{nl}將來也請請多多關照柯拉佩達。	마스터님들과는 별개로 번번이 당신께 도움을 받는군요.{nl}앞으로도 클라페다를 잘 부탁드립니다.				기사단장 우스카
QUEST_UNUSED_20180327_000079	你想得到我的指導嗎？{nl}很好。如果你能完成我的委託我就答應你。	제게 가르침을 받으시겠다고요.{nl}좋습니다. 제 의뢰를 해결해 주시는 조건으로 승낙하지요.				펠타스타 마스터
QUEST_UNUSED_20180327_000080	是輕裝步兵大師派你來的嗎？ {nl}如果是有關盾牌的事，我也很了解。	펠타스타 마스터가 보냈는가. {nl}방패에 대한 건이라면 나도 알고 있다.				하이랜더 마스터
QUEST_UNUSED_20180327_000081	如果不能取得約定好的補給，我們就沒必要恪守與高地戰士之間的盟約。{nl}而彼此間的信賴也會出現裂痕。	약속된 보급을 받지 못한다면 우리로서는 하이랜더와의 맹약을 지킬 일도 없습니다.{nl}게다가 서로의 신뢰에도 금이 가겠지요.				펠타스타 마스터
QUEST_UNUSED_20180327_000082	我應該寄封道歉的信函但卻來不及準備，真是抱歉。{nl}客戶很快就會傳來消息，請稍待。	사과의 서한이라도 보냈어야 했는데 미처 챙기지 못해 미안하군.{nl}곧 거래처에서 기별이 올 것이니 잠시 기다려 보게.				하이랜더 마스터
QUEST_UNUSED_20180327_000083	這都第幾次了！{nl}抱歉，麻煩你親自去找造箭者大師打聽到底是怎麼回事。{nl}到艾沙奇烏村莊就行了。	이게 도대체 몇 번째란 말인가!{nl}미안하지만 자네가 직접 플레쳐 마스터에게 가서 어찌 된 일인지 알아봐 주게.{nl}에산치우 마을로 가면 될 것이네.				하이랜더 마스터
QUEST_UNUSED_20180327_000084	造箭者大師	플레쳐 마스터				
QUEST_UNUSED_20180327_000085	你是從柯拉佩達來的啊。{nl}不管你怎麼催，不行就是不行啊。請回吧。	클라페다에서 오셨소.{nl}아무리 재촉해도 안 되는 건 안 되오. 돌아가시오.				플레쳐 마스터
QUEST_UNUSED_20180327_000086	聽不懂嗎？{nl}因為訂單被拖延，還要很久才輪得到你。	말귀를 못 알아 듣소?{nl}주문이 밀려서 당신들 차례는 한참 뒤란 말이오.				플레쳐 마스터
QUEST_UNUSED_20180327_000087	4年前，因為那顆樹的緣故害我的工坊被高掛在半空中，之後就不曾如此生氣過了。	4년 전, 그놈의 나무 때문에 내 공방이 하늘 높이에 매달아 버린 뒤로 이렇게 화가 나는 일은 처음이오.				플레쳐 마스터
QUEST_UNUSED_20180327_000088	你消滅掉了？ 真是大快人心。{nl}這下懶惰的佩迪米安商人少一個藉口囉。	해치웠소? 속이 다 시원하군.{nl}이제 게으른 페디미안의 상인들 핑계도 하나 사라졌겠어.				플레쳐 마스터
QUEST_UNUSED_20180327_000089	我會照約定盡早送出其餘的物品。{nl}你現在可以回去了。因為我得專心工作。	약속대로 빠른 시일 내에 나머지 물건들을 보낼 수 있을 거요.{nl}이제 그만 돌아가시오. 작업에 집중해야 하니.				플레쳐 마스터
QUEST_UNUSED_20180327_000090	多虧了你，我才能和高地戰士繼續維持友好關係。{nl}我會依約定以輕裝步兵大師的身分指導你。	당신 덕에 하이랜더와의 관계를 계속 유지할 수 있게 되었습니다.{nl}약속대로 펠타스타 마스터로서 제가 당신을 이끌어 드리겠습니다.				펠타스타 마스터
QUEST_UNUSED_20180327_000091	我會另外派門生到高地戰士大師那去，那部份請你別擔心。	하이랜더 마스터에겐 따로 제자를 보낼 테니 그 부분은 걱정하지 마시오.				플레쳐 마스터
QUEST_UNUSED_20180327_000092	如果你接受我的委託，教你技能並不是難事。{nl}	내 부탁을 들어 준다면야 기술을 가르쳐 주는 건 어렵지 않지.{nl}				아처 마스터
QUEST_UNUSED_20180327_000093	我拜託造箭者大師事情，但至今都沒有消息。{nl}希望你能去幫我確認。比起拜託他的事，我更擔心他…	플레쳐 마스터께 부탁한 물건이 있는데 아직도 소식이 없거든.{nl}네가 한번 들러줬으면 좋겠어. 물건보다도 사람이 걱정되어서 말이지..				아처 마스터
QUEST_UNUSED_20180327_000094	弓箭手大師很擔心嗎？ 我沒事啊。{nl}如果有事，那就是材料跟不上我的製作速度。	아처 마스터가 걱정했다 하셨소? 난 아무 문제없소. {nl}문제가 있다면 재료가 내 제작 속도를 못 따라 오는 게 문제지.				플레쳐 마스터
QUEST_UNUSED_20180327_000095	他本來就是急性子，最好你自己也小心一點。	워낙 괄괄하신 분인지라.. 알아서 처신 부탁할게.				아처 마스터
QUEST_UNUSED_20180327_000096	如果你到大教堂的懺悔路收集優質磨刀石並帶來給我，應該很快就能完成了。{nl}收集150個左右就行了。我會把包包交給你。	자네가 대성당의 참회로에 가서 질 좋은 숫돌을 모아오면 금방 끝날 것 같소.{nl}한 150개 정도면 될 거요. 가방은 내가 내어 주지.				플레쳐 마스터
QUEST_UNUSED_20180327_000097	真希望周遭有個會冒出材料的噴泉。{nl}那是我這輩子的願望。	주변에 재료가 솟아나는 샘이라도 있었으면 좋겠소.{nl}내 평생소원이요.				플레쳐 마스터
QUEST_UNUSED_20180327_000098	青苔泥人？真稀奇。{nl}大概是女神的幫助吧。{nl}	골렘이? 거참 희한하군. {nl}여신께서 도왔나 보오.{nl}				플레쳐 마스터
QUEST_UNUSED_20180327_000099	完成了。請拿去吧。{nl}請替我向弓箭手大師問好。	다 됐소. 가져가시오.{nl}아처 마스터에게 안부나 전해 주시오.				플레쳐 마스터
QUEST_UNUSED_20180327_000100	居然有青苔泥人，真抱歉，我本來只打算讓你跑腿而已。{nl}總之我會依約定把技能傳授給你。	골렘이라니, 그냥 심부름만 시킬 생각이었는데 미안하군.{nl}어쨌든 약속대로 기술을 전수해 줄게.				아처 마스터
QUEST_UNUSED_20180327_000101	現在沒事要你做了。{nl}我很忙，你請回吧。	이제 일 없소.{nl}바쁘니 그만 돌아가시오.				플레쳐 마스터
QUEST_UNUSED_20180327_000102	你來找我是想學遊俠的技能吧？{nl}如果你接受我的委託，我會好好考慮。	레인저의 기술을 배우고 싶어 날 찾아온 거지?{nl}내 의뢰를 수락해 준다면 좋은 쪽으로 생각해 보겠어.				레인저 마스터
QUEST_UNUSED_20180327_000103	真叫人摸不著頭緒，艾保尼風到底在外頭胡搞什麼。{nl}肯定不是好事，但我連他的目的都猜不到，真氣人。	에보니폰이 무슨 짓을 하고 돌아다니는지 갈피를 잡을 수 없어.{nl}분명 좋지 않은 일이라는 건 확실하지만, 목적조차도 짐작할 수가 없으니 화가 나.				레인저 마스터
QUEST_UNUSED_20180327_000104	這些就是樣品啊。這樣就能滿足交易條件了。{nl}很好。我會負責讓你變得更強。	이게 그 샘플들이군. 이걸로 거래 조건은 충족됐어.{nl}좋아. 내가 책임지고 널 더 강하게 만들어 주지.				레인저 마스터
QUEST_UNUSED_20180327_000105	依你的身手我可以直接讓你成為我的門徒，但你還是得通過考驗。{nl}如果你能在女神的古院把利迪亞夏班的碑石的拓印帶回來，我就歡迎你。	자네 정도라면 내 문하생으로 그냥 받아도 되겠지만 그래도 시험은 치뤄야겠지.{nl}여신의 옛뜰에서 리디아 샤펜님의 비석을 탁본해 온다면 기꺼이 환영함세.				쿼렐슈터 마스터
QUEST_UNUSED_20180327_000106	所有弓箭手都對他的碑石尊敬不已。{nl}拜託你盡量印清楚，好讓我能看到所有內容。	궁수라면 모두가 존경해 마지않는 그 분의 비석이다.{nl}모쪼록 내용을 다 볼 수 있게 살살 부탁한다.				쿼렐슈터 마스터
QUEST_UNUSED_20180327_000107	別看我這樣，我當年可是夏班史達的一員呢。{nl}總之我會依約定把我的技能教給你。	내가 이래 봬도 왕년엔 샤펜스타의 일원이었다고.{nl}어쨌든, 약속대로 내 기술을 가르쳐 주지.				쿼렐슈터 마스터
QUEST_UNUSED_20180327_000108	如果想得到我的指導，你必須讓我見識你的勇氣。{nl}用這挑釁用寶珠在大教堂的懺悔路挑釁怪物吧。{nl}	내 가르침을 받고 싶다면 자네의 용기를 내게 보여줄 필요가 있겠구나.{nl}이 도발용 보주로 대성당의 참회로에서 몬스터들을 도발해 보거라.{nl}				소드맨 마스터
QUEST_UNUSED_20180327_000109	當同伴面臨危機，你有勇氣讓敵人的刀口轉向自己嗎？	동료가 위험에 처했을 때, 적의 칼날을 내게 돌리게 할 수 있는 용기가 있나?				소드맨 마스터
QUEST_UNUSED_20180327_000110	我能想像那些傢伙充滿憤怒的表情。{nl}你通過考驗了。你有資格得到我的指導。	노기에 찬 녀석들의 얼굴이 그려지는군.{nl}시험은 통과야. 내 가르침을 받을 자격이 있어.				소드맨 마스터
QUEST_UNUSED_20180327_000111	輕裝步兵向我們求救了。{nl}雖然我們的兵力不足，但既然已經和輕裝步兵結盟就不能拒絕。{nl}	펠타스타 측에서 도움을 요청해 왔다.{nl}우리의 병력이 부족하다고 하나 펠타스타와의 맹약을 맺었으니 거절할 수도 없는 일.{nl}				하이랜더 마스터
QUEST_UNUSED_20180327_000112	你去幫助輕裝步兵執行任務後再來找我。	그대가 펠타스타를 원조하여 임무를 수행하고 오라.				하이랜더 마스터
